customer_id,geography,gender,age,tenure_years,balance,credit_score,num_products,has_credit_card,is_active_member,estimated_salary,exited,complaints_last_year,support_calls,satisfaction_score,last_contact_days_ago,contract_type,products_used,loan_amount,mobile_app_logins_month,churn_risk_pct
BNK-300223,France,Male,33,0,9761.32,589,1,True,True,24791042,False,1,1,4.0,288,monthly,1,85316.0,12,5.2
BNK-300224,Spain,Male,66,7,7365.4,552,2,False,True,35566066,False,0,0,4.04,76,annual,2,0.0,14,5.8
BNK-300225,France,Female,27,7,8728.83,581,1,True,True,14367951,False,0,1,4.51,227,monthly,1,92779.0,12,4.0
BNK-300226,Spain,Female,21,0,19270.51,609,2,True,True,28726641,False,1,3,3.12,124,annual,2,0.0,23,2.9
BNK-300227,Spain,Male,70,8,15989.3,580,1,False,False,59790361,False,0,1,3.76,361,monthly,1,72322.0,0,17.0
BNK-300228,Germany,Female,40,8,3844.88,663,2,False,True,24534335,False,1,2,3.52,173,monthly,2,0.0,14,2.1
BNK-300229,France,Female,63,7,0.0,593,3,True,False,19226546,False,0,3,2.2,162,monthly,3,0.0,0,7.4
BNK-300230,Spain,Male,31,3,7599.08,665,1,True,False,24635489,False,0,1,4.93,8,biennial,1,0.0,3,5.1
BNK-300231,France,Male,57,9,3805.7,630,1,False,True,26773274,False,1,0,2.82,102,annual,1,0.0,9,12.8
BNK-300232,France,Male,70,1,4081.78,536,3,True,True,53228909,False,0,0,2.72,7,monthly,3,36024.0,11,7.6
BNK-300233,France,Female,61,7,6972.13,653,1,False,True,43909620,False,1,1,4.76,321,annual,1,0.0,11,7.2
BNK-300234,France,Male,34,8,25007.94,672,2,True,True,48362040,False,0,0,3.73,174,monthly,2,0.0,8,1.4
BNK-300235,France,Female,52,5,4414.6,642,3,False,False,36835453,False,0,2,3.76,119,monthly,3,0.0,2,6.7
BNK-300236,France,Female,65,3,11774.04,622,2,True,False,26637340,False,0,3,3.78,90,annual,2,0.0,1,8.3
BNK-300237,Spain,Female,66,4,1291.46,571,1,True,True,24632385,False,0,2,4.86,256,monthly,1,0.0,10,7.1
BNK-300238,Spain,Male,35,0,13695.31,599,2,True,True,45078644,False,0,0,3.56,234,monthly,2,0.0,17,2.2
BNK-300239,Spain,Female,31,0,17104.89,637,4,False,True,80378454,False,1,0,4.48,121,annual,4,0.0,8,3.6
BNK-300240,Germany,Male,42,3,14051.06,512,1,True,False,22688931,False,0,2,3.09,104,biennial,1,0.0,3,19.2
BNK-300241,Germany,Female,32,0,6289.07,597,2,True,False,21829299,False,0,1,4.26,345,monthly,2,21871.0,0,15.3
BNK-300242,Germany,Male,59,6,882.91,600,1,True,True,20580229,False,1,4,4.72,22,monthly,1,85056.0,17,11.4
BNK-300243,Germany,Female,51,6,1333.63,636,4,True,False,55037167,False,1,4,5.0,192,annual,4,69020.0,3,7.2
BNK-300244,Spain,Female,45,8,776.09,614,1,True,True,35558286,False,0,0,2.76,352,annual,1,68679.0,15,5.9
BNK-300245,France,Male,64,2,28806.32,613,1,False,False,47939660,False,1,0,3.76,117,monthly,1,0.0,3,17.2
BNK-300246,Spain,Male,30,8,0.0,639,1,False,True,28170088,True,1,1,4.28,22,annual,1,0.0,9,10.0
BNK-300247,Spain,Female,65,3,16969.28,558,4,True,True,49469813,False,0,2,4.74,300,biennial,4,67606.0,14,4.2
BNK-300248,France,Male,50,5,2487.22,588,2,True,False,31450883,True,1,2,2.84,330,monthly,2,74947.0,1,11.2
BNK-300249,Spain,Female,73,8,14932.71,653,1,True,True,16773193,False,0,2,4.0,23,monthly,1,0.0,11,4.7
BNK-300250,Spain,Male,52,3,25014.19,512,1,False,True,57609866,False,0,0,4.24,138,annual,1,0.0,10,10.4
BNK-300251,France,Female,61,1,24269.98,637,3,False,True,35663654,False,0,1,3.7,35,monthly,3,0.0,9,2.3
BNK-300252,France,Female,28,8,1496.89,730,1,True,False,31096499,False,0,0,4.44,328,monthly,1,0.0,2,14.9
BNK-300253,Germany,Male,31,2,1818.64,596,2,True,True,41799740,False,0,2,4.39,305,annual,2,0.0,10,2.5
BNK-300254,Spain,Female,49,2,5268.52,633,2,True,True,17639867,False,1,2,3.11,297,annual,2,72853.0,12,3.0
BNK-300255,France,Female,31,6,1643.04,656,3,True,False,45042490,False,1,2,3.61,118,annual,3,0.0,6,7.2
BNK-300256,France,Male,20,5,3189.85,726,2,True,True,26959599,False,1,1,3.64,261,annual,2,0.0,12,1.9
BNK-300257,Germany,Male,43,0,23896.53,623,3,True,False,33588782,False,0,0,3.8,65,annual,3,0.0,2,10.2
BNK-300258,France,Male,33,9,0.0,760,1,True,True,64192834,False,0,1,4.22,54,annual,1,0.0,10,6.1
BNK-300259,France,Female,55,5,0.0,545,1,True,True,50065995,False,0,1,4.14,214,biennial,1,0.0,8,8.7
BNK-300260,France,Female,50,2,1815.35,598,1,False,False,33249972,True,0,0,2.42,353,annual,1,22410.0,6,20.7
BNK-300261,Spain,Female,47,0,32870.14,510,1,False,False,34525663,False,0,0,5.0,93,monthly,1,0.0,0,26.5
BNK-300262,France,Female,65,6,11295.1,579,2,True,True,10094190,False,0,2,4.0,171,annual,2,36372.0,13,1.6
BNK-300263,Germany,Male,21,7,5090.96,764,2,True,True,24078005,False,1,2,5.0,360,annual,2,78073.0,9,3.1
BNK-300264,Germany,Female,62,7,6616.7,631,3,False,True,39480556,False,0,1,5.0,155,monthly,3,0.0,13,4.5
BNK-300265,Spain,Male,45,6,1073.12,669,3,True,True,24783106,False,0,2,3.15,299,monthly,3,49453.0,12,1.5
BNK-300266,Spain,Female,57,8,0.0,649,1,True,True,18709444,False,1,0,3.61,250,monthly,1,0.0,13,8.8
BNK-300267,Spain,Male,64,6,9358.35,620,2,False,True,46169508,False,0,3,3.67,324,monthly,2,0.0,16,2.2
BNK-300268,Germany,Female,35,2,0.0,592,2,True,False,69788340,False,1,0,4.25,122,monthly,2,0.0,1,10.0
BNK-300269,France,Female,31,2,1043.71,591,4,False,True,25318771,False,1,1,4.58,304,monthly,4,46352.0,12,2.0
BNK-300270,France,Female,60,3,2760.65,562,1,False,True,56246840,False,0,1,4.12,300,monthly,1,0.0,9,4.6
BNK-300271,France,Female,54,7,13914.45,515,2,False,True,52177303,False,0,0,3.56,323,monthly,2,52505.0,11,3.5
BNK-300272,France,Female,28,0,0.0,604,1,True,True,22283259,False,0,0,5.0,330,annual,1,0.0,13,15.7
BNK-300273,France,Female,33,3,20000.68,634,1,True,True,25239269,False,0,1,3.65,124,annual,1,25584.0,12,8.5
BNK-300274,France,Male,66,4,16217.42,558,2,True,False,89460399,True,0,2,3.59,302,annual,2,0.0,1,12.8
BNK-300275,France,Female,49,5,29560.64,611,1,True,False,20774647,False,0,3,3.97,246,annual,1,13538.0,0,10.7
BNK-300276,Germany,Female,69,1,8238.5,575,1,False,False,26782123,True,2,0,2.95,33,monthly,1,0.0,3,24.7
BNK-300277,Spain,Male,57,0,979.93,599,3,True,True,97039604,False,0,1,4.54,331,annual,3,0.0,11,3.5
BNK-300278,France,Male,29,9,3148.45,630,1,True,True,27325220,False,1,0,5.0,263,annual,1,0.0,14,8.9
BNK-300279,France,Female,29,0,20789.47,574,1,True,False,71431588,False,0,3,4.24,250,annual,1,0.0,0,26.6
BNK-300280,Germany,Male,73,0,17837.55,570,2,True,False,21785322,True,1,0,2.61,25,annual,2,0.0,2,25.2
BNK-300281,France,Female,60,1,3246.35,591,2,True,False,38914949,False,0,0,5.0,363,monthly,2,57371.0,0,12.7
BNK-300282,Spain,Female,51,3,75.4,651,2,False,True,62502398,False,1,2,4.4,353,annual,2,0.0,12,2.6
BNK-300283,France,Female,56,2,17089.16,634,4,True,True,28746379,False,1,0,4.14,316,annual,4,0.0,14,1.3
BNK-300284,France,Male,41,8,4734.35,749,1,True,False,38172405,False,0,1,4.82,123,monthly,1,11783.0,1,14.2
BNK-300285,Germany,Female,35,1,13017.38,593,1,True,True,52691959,True,1,0,3.26,26,monthly,1,0.0,15,8.7
BNK-300286,France,Male,64,1,17312.49,625,1,False,True,23132722,False,1,4,5.0,271,monthly,1,0.0,13,6.6
BNK-300287,Germany,Female,69,1,19912.68,517,2,False,True,111321479,False,0,1,4.0,183,monthly,2,0.0,13,21.6
BNK-300288,France,Female,69,6,2129.16,690,1,True,True,61014219,False,1,0,4.92,93,biennial,1,81875.0,19,7.1
BNK-300289,France,Female,62,8,7143.84,639,3,True,True,30374505,False,1,3,4.35,101,annual,3,0.0,12,2.5
BNK-300290,France,Female,67,1,10441.34,579,2,True,False,32292445,False,1,0,4.35,246,monthly,2,0.0,2,8.4
BNK-300291,Spain,Male,47,5,0.0,659,2,False,True,94453258,False,1,0,3.71,319,monthly,2,0.0,15,4.3
BNK-300292,France,Female,35,3,11930.22,567,3,True,True,30412005,False,0,2,3.71,211,annual,3,0.0,7,2.8
BNK-300293,France,Male,22,6,956.73,622,3,False,False,28679009,False,0,2,4.4,342,annual,3,0.0,2,4.2
BNK-300294,Germany,Female,35,6,1714.96,650,2,True,True,64413769,False,1,0,3.31,206,annual,2,0.0,14,4.0
BNK-300295,Germany,Female,43,2,0.0,615,2,False,True,18028717,False,0,0,3.54,207,monthly,2,12662.0,10,7.8
BNK-300296,France,Female,22,6,19665.09,748,1,True,True,34920660,False,0,2,4.01,132,biennial,1,92506.0,9,4.9
BNK-300297,Spain,Female,36,0,1575.95,558,2,False,True,37876253,False,0,0,4.99,22,monthly,2,0.0,14,2.1
BNK-300298,Germany,Female,70,4,20001.25,638,1,True,False,25543627,False,0,0,4.06,94,monthly,1,73087.0,5,16.0
BNK-300299,Spain,Male,32,9,3334.45,663,2,False,True,16600706,False,0,0,4.05,127,monthly,2,0.0,16,4.0
BNK-300300,France,Female,40,8,0.0,642,3,False,False,37592138,False,2,2,3.15,226,annual,3,0.0,3,7.1
BNK-300301,Germany,Female,54,0,14187.28,562,2,True,False,51230502,False,0,1,5.0,69,annual,2,0.0,5,15.8
BNK-300302,France,Female,68,0,11818.12,535,1,False,True,25860507,False,1,2,4.89,186,monthly,1,0.0,15,12.2
BNK-300303,France,Male,70,8,5773.97,628,1,True,True,20132614,False,0,0,4.98,193,annual,1,0.0,9,6.2
BNK-300304,France,Female,64,2,1712.33,554,3,False,True,68052903,False,0,2,2.84,186,biennial,3,0.0,7,4.7
BNK-300305,France,Male,26,6,4989.29,602,1,True,False,47290463,False,0,0,4.28,359,monthly,1,0.0,4,23.0
BNK-300306,Spain,Female,24,5,7156.91,643,2,True,True,30305925,False,0,2,3.25,69,monthly,2,97407.0,16,3.0
BNK-300307,Spain,Female,60,4,263.03,610,3,True,False,57551028,False,0,0,4.62,125,monthly,3,0.0,3,8.3
BNK-300308,France,Male,68,3,6275.55,515,1,False,False,40981247,False,1,0,4.26,134,monthly,1,0.0,1,28.2
BNK-300309,France,Male,53,7,19209.51,649,2,True,True,88841350,False,0,1,4.42,268,biennial,2,0.0,14,2.1
BNK-300310,France,Male,70,2,18073.14,608,1,False,True,50619124,False,0,0,3.43,241,monthly,1,0.0,15,5.2
BNK-300311,Germany,Female,56,7,14844.93,681,2,True,True,18125359,False,1,0,3.17,303,monthly,2,0.0,12,2.3
BNK-300312,France,Male,38,2,4056.69,622,1,True,True,26124540,False,0,1,3.49,194,monthly,1,0.0,11,8.9
BNK-300313,Spain,Female,66,8,100.44,542,1,False,True,26756892,False,1,2,4.25,303,monthly,1,0.0,14,9.4
BNK-300314,France,Male,61,7,737.32,640,1,False,False,42394759,False,0,0,3.81,11,monthly,1,0.0,1,21.3
BNK-300315,Germany,Male,39,5,19167.37,670,3,True,True,31202558,False,0,0,4.2,55,biennial,3,0.0,8,2.2
BNK-300316,Spain,Male,51,0,0.0,545,2,True,True,20668302,False,0,0,3.18,222,monthly,2,0.0,16,8.6
BNK-300317,France,Female,51,2,8731.73,586,3,False,True,48755338,False,0,4,3.99,87,monthly,3,56867.0,13,2.1
BNK-300318,Spain,Female,23,6,964.21,682,2,True,True,59877650,False,1,2,5.0,107,monthly,2,17982.0,13,2.6
BNK-300319,Spain,Female,33,5,680.99,711,3,False,True,34497177,False,0,2,4.27,82,biennial,3,0.0,12,1.0
BNK-300320,Germany,Female,30,1,3063.24,602,2,True,False,40325093,False,1,1,4.32,51,biennial,2,0.0,3,20.9
BNK-300321,France,Male,34,0,5721.17,634,1,False,True,22386685,True,1,0,3.32,109,biennial,1,0.0,17,7.0
BNK-300322,Germany,Female,47,6,3419.54,640,2,True,True,27965624,False,0,2,3.59,334,monthly,2,0.0,12,3.2
BNK-300323,France,Male,47,3,426.97,611,1,True,True,28543471,False,0,1,5.0,18,annual,1,0.0,5,3.6
BNK-300324,Spain,Male,66,4,8256.56,636,3,False,True,48016177,False,2,1,4.29,362,annual,3,0.0,13,2.3
BNK-300325,Germany,Female,18,6,2695.42,637,3,True,True,41275038,False,1,0,4.14,197,monthly,3,71344.0,12,1.7
BNK-300326,Spain,Female,64,8,9583.05,627,1,False,False,30796425,False,1,1,4.55,281,annual,1,77139.0,2,18.9
BNK-300327,Germany,Male,32,2,3989.08,619,3,True,False,30191292,False,0,3,4.75,270,annual,3,0.0,1,7.9
BNK-300328,France,Male,38,6,1631.94,580,1,True,True,13576435,False,0,1,3.0,23,annual,1,0.0,12,6.2
BNK-300329,Germany,Female,26,8,38094.31,724,2,False,False,81059375,False,0,3,4.05,95,monthly,2,0.0,2,12.7
BNK-300330,Spain,Male,18,9,6787.83,728,3,True,False,12800981,False,0,0,5.0,317,monthly,3,85971.0,3,4.7
BNK-300331,France,Male,24,9,9783.19,687,1,False,False,44843783,False,0,1,5.0,233,annual,1,0.0,3,10.8
BNK-300332,France,Female,30,0,0.0,594,1,True,True,37006722,False,0,1,3.91,136,monthly,1,18803.0,13,15.2
BNK-300333,Spain,Female,39,0,5164.13,591,3,True,False,31798006,False,1,1,4.58,199,monthly,3,0.0,2,9.7
BNK-300334,France,Female,35,8,7479.95,689,1,True,True,36167047,True,0,1,2.74,157,annual,1,67797.0,8,6.1
BNK-300335,Spain,Male,23,2,17337.86,633,2,True,True,26069165,False,1,0,4.28,37,monthly,2,70228.0,11,1.4
BNK-300336,France,Male,37,2,2618.45,583,3,True,False,50332571,False,0,4,3.63,341,monthly,3,0.0,4,6.3
BNK-300337,Spain,Male,26,4,2149.78,622,1,True,False,18830177,False,2,3,3.62,88,monthly,1,19218.0,6,8.8
BNK-300338,Germany,Male,56,6,5071.11,613,1,True,False,42783480,False,0,1,3.53,315,monthly,1,0.0,3,28.6
BNK-300339,France,Female,56,0,43965.18,528,4,False,True,25877219,False,0,0,5.0,88,monthly,4,0.0,5,8.5
BNK-300340,France,Male,21,6,8069.22,679,2,True,False,29334982,False,0,1,3.62,221,annual,2,0.0,2,5.9
BNK-300341,France,Male,55,0,634.06,535,2,True,True,29734004,False,0,1,4.91,178,annual,2,53342.0,13,2.0
BNK-300342,Germany,Female,69,3,21965.79,532,1,True,True,33433786,True,0,3,2.65,322,monthly,1,0.0,17,6.6
BNK-300343,France,Female,71,9,0.0,743,4,True,True,46680261,False,2,1,3.56,229,annual,4,61716.0,9,3.8
BNK-300344,France,Female,21,1,17646.37,704,1,False,True,35671319,False,1,0,4.31,217,monthly,1,0.0,10,3.1
BNK-300345,Germany,Male,70,0,193.58,550,1,False,True,57900988,False,0,1,2.96,110,monthly,1,0.0,13,24.4
BNK-300346,Spain,Female,41,4,4035.59,654,1,True,True,61233416,False,1,0,4.53,316,annual,1,0.0,10,7.3
BNK-300347,France,Female,67,2,9912.37,606,2,False,True,42377971,False,1,1,3.89,47,biennial,2,0.0,10,5.4
BNK-300348,Germany,Female,29,2,6177.14,619,1,True,True,51087499,False,0,2,3.56,185,monthly,1,0.0,17,6.6
BNK-300349,Spain,Female,57,4,13494.01,607,1,True,True,99953998,False,0,0,3.39,98,annual,1,0.0,13,9.6
BNK-300350,Germany,Male,63,1,33127.78,553,2,True,True,17913959,False,0,2,5.0,167,monthly,2,0.0,7,10.0
BNK-300351,Spain,Female,33,0,22145.27,650,2,True,True,62197385,False,0,1,3.97,15,annual,2,0.0,14,2.2
BNK-300352,Germany,Male,60,9,3794.3,682,1,False,True,78623279,False,2,0,3.94,252,annual,1,0.0,7,11.8
BNK-300353,Germany,Female,28,8,8869.59,734,2,True,True,45108926,False,0,1,4.7,273,annual,2,0.0,9,4.0
BNK-300354,Spain,Male,58,4,3453.26,605,1,False,True,94091491,False,0,2,3.33,255,annual,1,0.0,10,10.6
BNK-300355,France,Male,72,8,0.0,692,1,False,True,88157278,True,0,1,3.91,255,annual,1,95450.0,15,8.9
BNK-300356,Germany,Male,35,9,4289.51,666,1,True,True,30683581,False,0,1,3.97,14,biennial,1,0.0,7,8.6
BNK-300357,Germany,Male,72,3,905.81,647,4,False,True,31881421,False,0,3,2.89,245,monthly,4,0.0,15,5.2
BNK-300358,France,Female,56,1,642.36,555,2,False,True,47349126,False,0,1,3.58,120,biennial,2,54444.0,17,10.7
BNK-300359,France,Male,46,2,11172.42,545,1,False,True,26580758,False,0,1,3.12,225,annual,1,0.0,13,9.5
BNK-300360,Spain,Female,36,9,11602.04,749,1,False,True,140872488,False,0,2,4.06,235,monthly,1,0.0,12,2.2
BNK-300361,France,Male,49,8,1514.68,666,1,False,False,53874776,False,3,0,3.37,109,annual,1,0.0,3,14.1
BNK-300362,France,Male,74,6,1442.01,607,2,True,True,37170438,False,0,3,3.28,49,biennial,2,0.0,6,4.5
BNK-300363,France,Male,18,6,13262.41,656,2,True,True,17941994,False,0,3,4.23,43,annual,2,0.0,15,3.2
BNK-300364,France,Female,67,3,2334.71,539,1,False,False,41190352,False,1,1,4.04,163,monthly,1,5140.0,4,26.1
BNK-300365,Germany,Female,26,5,3937.21,620,3,False,False,20073890,False,1,1,4.97,219,monthly,3,69101.0,4,10.6
BNK-300366,France,Male,67,3,9644.7,579,1,False,False,53101406,False,2,3,4.93,3,monthly,1,54740.0,2,11.1
BNK-300367,France,Male,49,3,2810.67,594,1,False,False,10393146,False,0,0,4.05,267,monthly,1,0.0,4,17.3
BNK-300368,France,Male,69,7,203.11,524,1,True,True,72537749,False,0,1,4.4,91,monthly,1,0.0,18,11.7
BNK-300369,Spain,Male,28,5,8198.96,715,1,True,True,29375830,False,0,0,2.87,296,annual,1,0.0,13,6.1
BNK-300370,Spain,Male,20,4,1551.34,635,3,True,True,15586174,False,0,1,4.56,255,monthly,3,0.0,11,3.0
BNK-300371,France,Female,45,2,6996.63,648,2,True,True,36019107,False,0,1,4.33,265,monthly,2,0.0,11,1.5
BNK-300372,France,Male,62,6,0.0,576,3,True,False,36622258,False,0,1,4.76,76,monthly,3,53650.0,2,19.2
BNK-300373,France,Female,63,4,0.0,593,1,True,True,35166216,False,1,2,3.76,240,monthly,1,49619.0,13,17.4
BNK-300374,France,Female,61,0,12671.79,597,1,False,True,72392891,False,1,1,3.76,247,annual,1,0.0,11,13.4
BNK-300375,Germany,Female,63,6,7584.58,636,1,False,True,43933813,False,1,0,3.77,301,monthly,1,0.0,11,7.2
BNK-300376,Germany,Female,62,3,331.13,570,2,True,False,54070511,False,0,2,5.0,207,biennial,2,0.0,4,13.6
BNK-300377,Germany,Female,67,4,12253.47,601,1,True,True,32068747,False,1,2,4.23,278,annual,1,0.0,13,12.0
BNK-300378,Spain,Female,27,9,9746.86,708,1,True,True,44958697,False,1,2,2.8,169,annual,1,0.0,11,5.1
BNK-300379,Spain,Male,31,6,3376.72,645,4,True,True,18878066,False,0,2,4.52,344,monthly,4,0.0,17,1.3
BNK-300380,France,Female,18,0,0.0,578,2,True,True,41317913,False,0,2,3.63,259,annual,2,0.0,12,9.1
BNK-300381,Germany,Female,42,7,15511.41,618,1,True,True,24857023,False,0,1,4.87,3,annual,1,0.0,10,6.3
BNK-300382,France,Male,32,2,21364.39,602,3,True,True,70250189,False,0,1,4.43,288,biennial,3,0.0,14,2.9
BNK-300383,Germany,Male,53,7,2423.46,627,1,True,False,37712715,False,0,0,4.99,54,annual,1,0.0,3,29.2
BNK-300384,France,Female,49,3,17597.34,664,3,True,True,50586205,False,1,3,4.83,25,biennial,3,0.0,19,1.1
BNK-300385,France,Female,51,5,12051.57,649,4,False,False,41405181,False,0,3,4.75,212,biennial,4,92247.0,2,4.3
BNK-300386,France,Female,55,6,5600.19,582,1,False,True,89603596,False,0,0,4.91,180,biennial,1,0.0,13,8.6
BNK-300387,France,Female,74,1,8905.03,620,4,True,True,16644227,False,0,0,4.65,146,annual,4,0.0,11,5.0
BNK-300388,France,Male,24,1,11829.76,618,1,True,True,34306893,False,0,2,3.44,152,monthly,1,0.0,13,5.8
BNK-300389,Germany,Female,33,7,1244.41,683,1,True,True,22470451,False,0,1,3.09,124,annual,1,0.0,15,8.6
BNK-300390,France,Male,41,0,6731.75,550,2,False,True,13032266,True,1,0,2.34,335,biennial,2,0.0,8,3.9
BNK-300391,Spain,Female,22,8,13010.58,662,2,False,True,21752531,False,0,2,4.58,272,biennial,2,0.0,7,2.2
BNK-300392,France,Female,64,4,1911.73,627,1,True,True,65252382,False,2,1,2.22,289,biennial,1,0.0,10,5.4
BNK-300393,Spain,Male,40,0,2242.41,554,1,True,True,35771699,False,1,4,3.99,195,monthly,1,44404.0,14,14.6
BNK-300394,France,Female,27,7,0.0,667,1,True,True,32536390,True,1,0,2.79,272,annual,1,0.0,8,6.7
BNK-300395,France,Male,47,8,0.0,662,1,False,True,53463293,True,0,2,3.98,192,monthly,1,76750.0,19,11.0
BNK-300396,France,Male,28,0,2803.85,567,1,False,True,38473163,False,0,4,3.91,331,annual,1,0.0,9,9.9
BNK-300397,France,Female,40,9,9718.04,590,1,False,True,49348694,False,0,1,3.71,19,monthly,1,0.0,8,4.9
BNK-300398,France,Female,54,4,27039.44,637,4,False,False,42677283,False,0,1,5.0,289,monthly,4,85912.0,0,5.1
BNK-300399,Germany,Female,36,6,27930.12,758,3,True,True,47636333,False,0,2,3.93,168,monthly,3,0.0,10,1.1
BNK-300400,France,Male,65,2,1690.21,586,4,False,True,29003052,False,1,1,3.8,118,monthly,4,30168.0,12,5.5
BNK-300401,France,Male,32,1,24852.18,636,1,True,True,61300526,False,1,1,3.61,222,monthly,1,0.0,9,9.8
BNK-300402,France,Female,24,9,5326.07,650,1,True,True,19809837,False,1,3,4.23,334,annual,1,57836.0,16,4.1
BNK-300403,Germany,Male,42,6,3563.23,693,2,False,True,34787386,False,0,2,3.73,102,monthly,2,0.0,12,2.2
BNK-300404,France,Female,28,2,3637.72,608,2,True,True,62847142,False,0,0,3.74,175,annual,2,0.0,13,2.4
BNK-300405,France,Male,57,3,2088.5,635,2,False,True,33623077,False,0,1,5.0,87,monthly,2,0.0,18,4.8
BNK-300406,France,Male,47,7,16468.61,659,1,True,True,29277460,False,0,0,4.04,298,monthly,1,0.0,6,3.5
BNK-300407,Germany,Female,26,3,2890.13,660,3,False,False,114030407,False,0,3,3.64,201,monthly,3,0.0,1,4.8
BNK-300408,Germany,Male,37,6,4087.24,666,2,True,True,73813425,False,0,0,3.2,107,monthly,2,0.0,11,2.7
BNK-300409,France,Male,67,0,796.93,571,1,False,True,38980486,True,0,1,3.16,332,annual,1,0.0,12,24.8
BNK-300410,Germany,Female,64,9,663.39,637,2,True,False,22354014,False,1,0,3.55,83,annual,2,0.0,2,15.5
BNK-300411,France,Female,54,7,14422.13,663,1,True,True,13127408,False,0,4,3.71,43,annual,1,0.0,13,8.9
BNK-300412,France,Female,69,3,0.0,541,1,False,True,51757822,False,0,2,3.32,94,annual,1,35625.0,14,14.9
BNK-300413,Germany,Female,24,5,5470.75,644,4,True,True,68386743,False,0,0,4.16,113,annual,4,0.0,16,3.8
BNK-300414,Spain,Female,59,1,0.0,628,2,True,False,44262157,False,0,0,2.96,95,annual,2,0.0,2,31.8
BNK-300415,France,Male,19,4,434.34,660,1,False,True,15438967,False,0,2,4.33,22,annual,1,0.0,9,6.5
BNK-300416,Germany,Male,52,3,22217.36,582,1,False,False,39346393,True,0,3,2.56,360,monthly,1,0.0,0,24.2
BNK-300417,France,Female,20,3,0.0,685,1,True,False,28469102,False,1,3,4.57,119,biennial,1,0.0,3,14.8
BNK-300418,Germany,Male,37,8,3787.93,691,3,True,True,39372711,False,0,0,4.39,350,monthly,3,0.0,12,3.9
BNK-300419,Germany,Female,23,4,10359.5,595,3,False,True,95962601,False,0,2,4.08,253,biennial,3,0.0,17,2.2
BNK-300420,Spain,Male,32,0,7367.88,631,2,True,True,53890032,False,0,0,4.68,292,biennial,2,0.0,11,5.0
BNK-300421,France,Female,54,4,1611.62,606,4,True,True,48437874,False,0,0,5.0,116,monthly,4,0.0,6,2.3
BNK-300422,France,Female,62,0,14493.92,585,1,True,True,35501413,False,1,1,5.0,239,biennial,1,0.0,8,9.0
BNK-300423,France,Female,71,4,0.0,575,3,True,True,44678036,False,0,0,2.95,146,monthly,3,0.0,16,4.5
BNK-300424,France,Female,74,6,9358.05,605,2,False,True,25298260,False,0,1,3.52,133,annual,2,0.0,12,3.8
BNK-300425,France,Male,25,0,2671.97,539,3,True,False,47928611,False,1,2,3.61,341,annual,3,12833.0,3,9.2
BNK-300426,Germany,Male,70,0,11213.33,509,3,True,True,32968761,False,1,1,4.51,313,annual,3,39032.0,12,7.7
BNK-300427,Germany,Female,34,3,9592.87,652,2,True,True,24073626,False,0,0,3.58,127,monthly,2,0.0,11,5.1
BNK-300428,Germany,Female,68,4,44967.9,684,1,False,False,54584262,False,0,1,3.55,2,monthly,1,0.0,4,16.2
BNK-300429,Germany,Female,67,0,9066.99,564,1,True,True,11899158,False,0,3,3.41,197,monthly,1,34435.0,11,12.8
BNK-300430,France,Male,70,3,2036.34,541,1,False,False,27658486,False,1,0,4.24,350,monthly,1,70812.0,1,18.4
BNK-300431,France,Male,46,7,335.55,642,1,False,False,49348379,False,0,2,4.51,340,monthly,1,0.0,2,16.7
BNK-300432,France,Female,60,5,8008.16,564,1,False,True,66989578,False,2,1,3.03,173,monthly,1,0.0,12,12.2
BNK-300433,Spain,Female,42,5,12172.18,676,2,False,False,45974929,False,0,1,3.59,186,annual,2,32688.0,1,6.6
BNK-300434,France,Male,22,1,14262.97,626,1,True,False,25950770,False,0,1,2.48,314,annual,1,0.0,2,28.9
BNK-300435,France,Female,44,7,3988.32,682,3,False,True,35402362,False,1,1,2.09,62,monthly,3,51980.0,7,1.6
BNK-300436,France,Male,29,5,0.0,640,1,True,True,42008921,True,0,1,3.39,100,monthly,1,67364.0,16,6.9
BNK-300437,Germany,Female,23,4,7180.67,693,1,True,True,79242433,False,0,0,4.25,53,biennial,1,0.0,22,4.3
BNK-300438,Spain,Female,25,6,5346.96,595,1,True,False,57543646,False,1,0,4.14,215,annual,1,0.0,1,9.2
BNK-300439,Spain,Female,30,1,20134.21,613,4,False,True,57754974,False,0,2,5.0,328,monthly,4,0.0,15,2.9
BNK-300440,France,Male,63,6,31819.29,625,1,True,True,37523011,False,1,1,2.66,114,monthly,1,97938.0,15,10.5
BNK-300441,Germany,Female,72,2,3603.61,547,1,False,False,21258388,False,0,0,2.34,323,monthly,1,0.0,0,29.5
BNK-300442,France,Female,66,0,15685.4,565,1,True,False,17979353,False,0,2,3.1,186,monthly,1,99949.0,4,33.1
BNK-300443,Spain,Male,54,2,23661.6,598,1,False,True,31237264,False,1,3,2.3,92,annual,1,0.0,7,3.9
BNK-300444,France,Female,68,3,0.0,613,4,True,True,51519483,False,1,0,3.51,350,monthly,4,0.0,20,10.9
BNK-300445,France,Female,34,4,1815.96,655,2,False,False,28255883,False,0,1,4.47,227,monthly,2,0.0,2,4.0
BNK-300446,France,Female,69,2,3805.0,578,1,True,False,48343513,True,0,2,3.24,199,annual,1,0.0,3,21.5
BNK-300447,France,Male,71,7,8335.19,634,1,True,True,24407782,False,0,1,4.82,61,annual,1,50024.0,12,11.1
