order_id,region,customer_segment,product_category,channel,is_premium,is_returned,order_date,quantity,unit_price,discount_pct,revenue,cost,margin,margin_pct,nps,session_minutes,page_views,age,income_k,loyalty_points,shipping_days,delivery_score,campaign,items_in_cart,payment_method,repeat_customer
ORD-20250288,Москва,C,Продукты,online,False,False,2023-03-14 00:00:00,3,121.07,2.4,354.48,246.7,107.78,30.4,7.7,11.8,14,36,389.0,2953,1,5.0,NONE,5,cash,True
ORD-20250289,СПб,A,Спорт,mobile,False,False,2023-03-14 06:00:00,4,184.08,16.3,616.3,310.08,306.22,49.7,7.5,43.2,11,35,753.0,5989,7,5.0,SALE20,6,credit,True
ORD-20250290,Москва,B,Мебель,mobile,False,False,2023-03-14 12:00:00,4,110.47,4.4,422.43,264.82,157.61,37.3,7.4,35.7,9,69,575.0,7388,6,3.9,NEWYEAR,7,credit,False
ORD-20250291,Москва,C,Продукты,mobile,False,False,2023-03-14 18:00:00,1,271.52,20.0,217.22,121.91,95.31,43.9,10.0,144.7,8,22,195.0,809,1,3.6,NEWYEAR,4,wallet,True
ORD-20250292,СПб,B,Продукты,online,False,False,2023-03-15 00:00:00,5,471.8,7.0,2193.89,1575.22,618.67,28.2,8.1,22.1,14,43,842.0,594,1,5.0,SALE20,6,credit,False
ORD-20250293,Москва,B,Мебель,online,True,False,2023-03-15 06:00:00,7,329.56,3.8,2219.28,1429.18,790.1,35.6,8.4,38.5,13,45,419.0,1390,6,4.1,NONE,8,wallet,True
ORD-20250294,Новосибирск,B,Одежда,store,False,False,2023-03-15 12:00:00,6,140.25,20.4,669.82,373.6,296.22,44.2,7.4,19.2,17,68,651.0,153,11,4.3,NONE,9,wallet,False
ORD-20250295,Самара,B,Электроника,online,False,False,2023-03-15 18:00:00,4,205.92,5.2,780.84,465.98,314.86,40.3,8.8,24.9,10,60,540.0,6966,5,4.9,SALE20,7,credit,False
ORD-20250296,Москва,B,Одежда,mobile,False,False,2023-03-16 00:00:00,1,128.1,0.2,127.84,77.7,50.14,39.2,8.2,39.4,9,50,267.0,5972,11,5.0,SALE20,2,card,True
ORD-20250297,СПб,C,Электроника,online,True,False,2023-03-16 06:00:00,6,33.15,20.5,158.11,117.84,40.27,25.5,9.6,20.9,16,50,371.0,5809,8,3.4,NONE,6,credit,True
ORD-20250298,Самара,B,Одежда,mobile,True,False,2023-03-16 12:00:00,5,385.99,2.3,1885.56,1270.11,615.45,32.6,8.8,60.5,12,64,207.0,7334,8,5.0,SUMMER,5,card,False
ORD-20250299,СПб,A,Спорт,online,False,False,2023-03-16 18:00:00,4,85.66,10.5,306.68,203.69,102.99,33.6,8.3,14.1,9,19,328.0,6265,5,4.3,SALE20,4,cash,True
ORD-20250300,Казань,B,Продукты,mobile,False,False,2023-03-17 00:00:00,3,328.16,9.9,887.02,660.92,226.1,25.5,7.9,12.6,8,59,473.0,6619,10,4.2,NEWYEAR,4,wallet,True
ORD-20250301,Москва,B,Продукты,online,False,False,2023-03-17 06:00:00,3,219.85,3.6,635.82,315.34,320.48,50.4,10.0,13.7,11,32,459.0,1240,5,4.6,SALE20,7,wallet,True
ORD-20250302,Новосибирск,B,Мебель,mobile,False,False,2023-03-17 12:00:00,2,45.6,0.9,90.37,53.33,37.04,41.0,9.0,36.8,7,50,342.0,6946,9,3.0,NONE,4,credit,True
ORD-20250303,Москва,C,Одежда,online,False,False,2023-03-17 18:00:00,3,118.3,2.1,347.46,256.61,90.85,26.1,7.6,21.9,6,42,404.0,5481,13,4.4,SUMMER,7,credit,False
ORD-20250304,Москва,B,Мебель,online,False,False,2023-03-18 00:00:00,2,46.97,10.7,83.89,59.2,24.69,29.4,8.1,12.0,11,42,467.0,1151,8,3.9,SALE20,6,card,True
ORD-20250305,СПб,A,Продукты,online,True,False,2023-03-18 06:00:00,3,445.67,23.9,1017.47,520.41,497.06,48.9,9.2,33.5,10,65,585.0,1100,5,4.6,SALE20,3,credit,False
ORD-20250306,СПб,B,Продукты,mobile,True,False,2023-03-18 12:00:00,7,336.92,18.1,1931.57,1113.43,818.14,42.4,9.6,39.3,13,63,348.0,5977,6,4.7,SALE20,7,cash,True
ORD-20250307,СПб,B,Одежда,online,True,False,2023-03-18 18:00:00,5,448.43,17.9,1840.82,932.14,908.68,49.4,8.8,34.4,11,26,421.0,3333,12,3.5,NEWYEAR,7,cash,False
ORD-20250308,Самара,B,Спорт,mobile,False,False,2023-03-19 00:00:00,5,150.22,16.7,625.67,413.07,212.6,34.0,8.1,52.9,12,38,271.0,2510,7,4.6,SUMMER,9,cash,True
ORD-20250309,Самара,A,Спорт,mobile,True,False,2023-03-19 06:00:00,6,134.85,19.2,653.75,415.26,238.49,36.5,9.1,32.4,13,21,275.0,330,11,3.3,NONE,9,cash,False
ORD-20250310,Москва,A,Электроника,online,False,False,2023-03-19 12:00:00,7,339.57,13.2,2063.22,1288.21,775.01,37.6,4.9,68.2,13,30,702.0,3290,12,3.4,SUMMER,9,cash,True
ORD-20250311,Москва,C,Электроника,mobile,True,False,2023-03-19 18:00:00,4,306.8,24.6,925.3,667.07,258.23,27.9,7.3,21.4,16,45,824.0,2618,5,3.8,NONE,5,credit,False
ORD-20250312,СПб,A,Мебель,store,False,False,2023-03-20 00:00:00,3,402.16,15.2,1023.1,491.21,531.89,52.0,8.1,17.8,11,30,485.0,2386,2,4.8,NONE,4,card,False
ORD-20250313,СПб,B,Продукты,mobile,True,False,2023-03-20 06:00:00,4,472.55,15.8,1591.54,1165.25,426.29,26.8,7.6,59.0,8,47,392.0,7742,5,3.6,SUMMER,4,card,True
ORD-20250314,Самара,C,Мебель,mobile,False,False,2023-03-20 12:00:00,7,40.11,0.5,279.38,166.33,113.05,40.5,9.4,78.3,12,47,370.0,1572,3,4.4,SALE20,10,wallet,True
ORD-20250315,Новосибирск,B,Одежда,store,False,False,2023-03-20 18:00:00,3,362.44,18.9,881.82,403.97,477.85,54.2,10.0,12.2,14,69,728.0,5565,10,4.4,NONE,6,cash,True
ORD-20250316,СПб,B,Мебель,store,False,False,2023-03-21 00:00:00,7,334.91,8.9,2135.75,1547.22,588.53,27.6,6.3,24.6,16,56,94.0,5205,8,4.6,NONE,9,wallet,True
ORD-20250317,Самара,A,Электроника,online,False,False,2023-03-21 06:00:00,4,180.98,19.3,584.2,426.09,158.11,27.1,6.5,13.0,14,46,1110.0,298,6,3.4,NEWYEAR,7,card,False
ORD-20250318,СПб,B,Спорт,mobile,False,False,2023-03-21 12:00:00,6,111.88,21.2,528.97,387.8,141.17,26.7,6.2,25.0,10,25,462.0,28,11,4.1,NONE,9,cash,False
ORD-20250319,Новосибирск,B,Мебель,mobile,False,False,2023-03-21 18:00:00,2,197.19,0.6,392.01,274.58,117.43,30.0,7.7,30.7,12,18,162.0,6138,1,3.7,NONE,5,credit,False
ORD-20250320,Самара,A,Мебель,online,True,False,2023-03-22 00:00:00,7,235.25,9.6,1488.66,794.24,694.42,46.6,7.2,47.4,17,59,1196.0,4108,2,4.2,NEWYEAR,7,cash,False
ORD-20250321,Москва,C,Электроника,online,True,False,2023-03-22 06:00:00,6,130.6,22.6,606.53,325.06,281.47,46.4,10.0,22.1,12,52,171.0,3111,7,4.4,NONE,6,card,True
ORD-20250322,Москва,A,Спорт,mobile,False,False,2023-03-22 12:00:00,7,509.43,3.2,3451.93,1893.11,1558.82,45.2,10.0,23.3,14,64,181.0,3723,3,3.5,NONE,11,card,True
ORD-20250323,Казань,A,Одежда,online,True,True,2023-03-22 18:00:00,6,75.95,18.6,370.94,192.02,178.92,48.2,7.6,41.2,12,28,312.0,2329,7,4.6,SALE20,8,wallet,True
ORD-20250324,Казань,B,Электроника,mobile,False,False,2023-03-23 00:00:00,4,376.68,8.1,1384.68,1000.42,384.26,27.8,8.0,22.2,10,46,420.0,7440,2,4.5,SALE20,4,wallet,True
ORD-20250325,СПб,C,Продукты,mobile,True,False,2023-03-23 06:00:00,2,191.03,12.7,333.55,203.61,129.94,39.0,7.8,14.5,11,60,723.0,1534,5,5.0,NONE,3,credit,False
ORD-20250326,Москва,B,Спорт,mobile,True,False,2023-03-23 12:00:00,6,95.25,22.6,442.35,234.38,207.97,47.0,8.4,24.1,10,36,389.0,1571,8,4.2,SALE20,10,credit,True
ORD-20250327,Новосибирск,B,Продукты,online,False,True,2023-03-23 18:00:00,4,338.04,15.8,1138.51,776.09,362.42,31.8,6.9,29.5,12,40,324.0,3368,1,4.4,NONE,7,cash,False
ORD-20250328,Самара,B,Электроника,online,False,False,2023-03-24 00:00:00,2,193.15,10.8,344.58,219.95,124.63,36.2,6.4,12.6,8,58,395.0,1234,5,3.6,SUMMER,4,card,True
ORD-20250329,Новосибирск,A,Спорт,mobile,True,False,2023-03-24 06:00:00,2,105.2,17.4,173.78,97.97,75.81,43.6,7.6,31.6,8,62,394.0,2069,6,2.5,NEWYEAR,4,credit,False
ORD-20250330,СПб,A,Мебель,online,False,False,2023-03-24 12:00:00,2,417.25,5.6,787.76,570.54,217.22,27.6,9.8,117.0,8,43,795.0,5272,11,4.2,NEWYEAR,4,credit,False
ORD-20250331,Казань,B,Мебель,store,False,False,2023-03-24 18:00:00,7,166.77,0.3,1163.88,717.71,446.17,38.3,7.1,95.9,15,27,682.0,7354,13,3.4,NEWYEAR,9,card,True
ORD-20250332,Самара,B,Продукты,mobile,False,False,2023-03-25 00:00:00,5,148.96,15.5,629.34,401.8,227.54,36.2,9.3,60.1,11,63,351.0,381,2,3.9,NONE,7,credit,False
ORD-20250333,СПб,C,Электроника,online,False,False,2023-03-25 06:00:00,3,183.09,21.5,431.17,198.25,232.92,54.0,9.3,10.4,9,49,389.0,5608,13,4.2,NONE,4,card,False
ORD-20250334,Самара,C,Мебель,online,False,False,2023-03-25 12:00:00,2,198.55,17.5,327.6,209.32,118.28,36.1,7.5,13.8,8,40,212.0,1622,13,4.9,NONE,2,wallet,False
ORD-20250335,Казань,B,Электроника,mobile,False,True,2023-03-25 18:00:00,7,354.4,13.0,2158.31,1238.55,919.76,42.6,9.4,40.2,13,54,576.0,7300,11,4.5,SALE20,9,card,False
ORD-20250336,Новосибирск,C,Одежда,online,False,False,2023-03-26 00:00:00,6,188.37,3.6,1089.56,734.81,354.75,32.6,8.7,40.4,15,37,438.0,5993,9,3.7,SUMMER,8,wallet,True
ORD-20250337,Новосибирск,A,Продукты,online,False,False,2023-03-26 06:00:00,5,379.99,2.1,1860.04,861.46,998.58,53.7,7.0,62.1,12,20,522.0,280,5,4.4,NONE,7,credit,False
ORD-20250338,Новосибирск,C,Продукты,online,False,False,2023-03-26 12:00:00,1,217.14,7.0,201.94,114.25,87.69,43.4,8.3,53.6,9,46,576.0,5511,2,4.2,SUMMER,5,credit,True
ORD-20250339,Казань,B,Одежда,mobile,True,False,2023-03-26 18:00:00,7,464.36,24.1,2467.14,1158.77,1308.37,53.0,8.0,43.4,17,42,833.0,340,3,4.7,NONE,7,wallet,False
ORD-20250340,Москва,B,Электроника,mobile,True,False,2023-03-27 00:00:00,4,59.61,11.5,211.03,153.93,57.1,27.1,9.5,50.2,8,66,382.0,3119,13,4.3,NONE,7,wallet,True
ORD-20250341,Самара,A,Электроника,online,False,False,2023-03-27 06:00:00,6,469.09,20.1,2248.82,1295.24,953.58,42.4,7.6,23.6,16,53,457.0,5023,13,4.4,NONE,6,credit,True
ORD-20250342,Казань,B,Электроника,mobile,False,False,2023-03-27 12:00:00,2,28.31,0.3,56.45,27.76,28.69,50.8,9.3,23.1,6,65,836.0,6873,10,5.0,NONE,3,credit,True
ORD-20250343,Самара,B,Спорт,mobile,False,False,2023-03-27 18:00:00,5,136.97,11.8,604.02,406.48,197.54,32.7,6.7,66.3,17,50,417.0,4925,12,4.4,NEWYEAR,8,cash,True
ORD-20250344,Самара,B,Электроника,mobile,False,False,2023-03-28 00:00:00,1,397.56,6.2,372.91,266.46,106.45,28.5,8.0,10.7,15,38,431.0,6665,7,3.6,NONE,3,card,True
ORD-20250345,Москва,C,Мебель,online,False,True,2023-03-28 06:00:00,4,140.3,23.8,427.65,291.92,135.73,31.7,6.0,24.3,15,23,1285.0,5745,3,3.9,NEWYEAR,5,card,False
ORD-20250346,Москва,C,Одежда,online,False,False,2023-03-28 12:00:00,2,17.31,5.0,32.89,23.19,9.7,29.5,9.5,8.9,8,63,439.0,910,10,5.0,SUMMER,4,wallet,True
ORD-20250347,Самара,B,Одежда,mobile,True,False,2023-03-28 18:00:00,4,261.53,1.2,1033.58,727.71,305.87,29.6,7.9,22.4,16,19,895.0,4530,6,5.0,SALE20,6,wallet,True
ORD-20250348,Казань,B,Электроника,online,True,False,2023-03-29 00:00:00,7,224.49,4.1,1507.0,1125.42,381.58,25.3,6.6,58.1,22,68,357.0,1001,7,4.5,NONE,7,cash,True
ORD-20250349,СПб,C,Электроника,store,False,False,2023-03-29 06:00:00,1,348.11,1.6,342.54,191.48,151.06,44.1,10.0,43.5,8,29,373.0,281,8,3.1,NONE,1,card,True
ORD-20250350,Новосибирск,B,Спорт,mobile,True,False,2023-03-29 12:00:00,4,471.69,7.9,1737.69,963.67,774.02,44.5,7.3,18.7,11,49,200.0,7131,11,3.2,NEWYEAR,5,card,True
ORD-20250351,Новосибирск,A,Мебель,online,True,False,2023-03-29 18:00:00,7,205.26,24.9,1079.03,521.69,557.34,51.7,8.6,36.3,19,30,571.0,5506,8,4.9,SUMMER,8,cash,True
ORD-20250352,СПб,B,Одежда,online,False,False,2023-03-30 00:00:00,7,411.95,23.3,2211.78,1564.32,647.46,29.3,5.5,112.5,15,42,596.0,222,11,3.5,NONE,9,cash,True
ORD-20250353,СПб,B,Продукты,online,False,False,2023-03-30 06:00:00,4,262.22,14.3,898.89,655.44,243.45,27.1,8.0,16.9,7,49,463.0,6635,9,4.4,SUMMER,4,credit,False
ORD-20250354,Москва,B,Спорт,mobile,False,False,2023-03-30 12:00:00,5,274.68,20.8,1087.74,581.62,506.12,46.5,9.6,23.5,16,56,537.0,6711,3,4.9,SUMMER,6,cash,True
ORD-20250355,Казань,B,Одежда,online,False,False,2023-03-30 18:00:00,5,65.92,10.0,296.66,188.24,108.42,36.5,7.5,26.9,10,19,634.0,5613,13,3.9,SALE20,6,wallet,True
ORD-20250356,Самара,B,Спорт,store,False,False,2023-03-31 00:00:00,4,419.9,22.3,1305.04,683.16,621.88,47.7,6.9,27.6,12,67,247.0,3515,4,4.7,SALE20,7,credit,True
ORD-20250357,СПб,C,Продукты,mobile,False,False,2023-03-31 06:00:00,2,230.19,5.3,435.98,308.93,127.05,29.1,6.8,24.0,11,32,460.0,6566,3,4.6,NEWYEAR,5,wallet,True
ORD-20250358,Москва,C,Продукты,mobile,False,False,2023-03-31 12:00:00,6,358.54,10.1,1933.94,874.27,1059.67,54.8,9.2,38.0,14,54,868.0,7943,11,3.8,SUMMER,9,card,True
ORD-20250359,Москва,C,Спорт,mobile,False,False,2023-03-31 18:00:00,4,295.22,3.0,1145.44,754.31,391.13,34.1,10.0,24.8,13,30,399.0,3546,12,5.0,SALE20,7,card,True
ORD-20250360,СПб,A,Продукты,store,False,False,2023-04-01 00:00:00,7,334.1,23.4,1791.46,1097.96,693.5,38.7,9.0,26.2,16,68,258.0,2231,4,4.5,NONE,9,cash,False
ORD-20250361,Самара,C,Электроника,store,False,False,2023-04-01 06:00:00,2,322.55,8.5,590.27,316.27,274.0,46.4,10.0,32.5,9,61,689.0,833,4,4.5,NEWYEAR,2,cash,False
ORD-20250362,СПб,B,Электроника,store,False,False,2023-04-01 12:00:00,2,165.93,6.1,311.61,226.51,85.1,27.3,6.8,52.8,17,25,474.0,2008,3,5.0,NONE,5,card,True
ORD-20250363,Самара,B,Мебель,mobile,False,False,2023-04-01 18:00:00,2,432.86,5.5,818.1,485.84,332.26,40.6,10.0,47.9,7,36,442.0,7181,8,4.8,SALE20,2,wallet,False
ORD-20250364,Новосибирск,B,Мебель,online,True,False,2023-04-02 00:00:00,5,66.77,11.8,294.45,178.84,115.61,39.3,9.6,39.9,10,39,380.0,5250,7,4.6,SALE20,7,credit,True
ORD-20250365,Новосибирск,B,Спорт,online,True,False,2023-04-02 06:00:00,4,174.9,12.6,611.44,290.42,321.02,52.5,9.4,57.1,10,55,646.0,6115,8,2.9,NONE,4,wallet,True
ORD-20250366,СПб,B,Электроника,online,True,False,2023-04-02 12:00:00,5,435.44,16.8,1811.43,1038.96,772.47,42.6,7.5,18.5,19,65,359.0,1052,4,5.0,NONE,6,credit,False
ORD-20250367,Казань,C,Продукты,store,True,False,2023-04-02 18:00:00,2,16.31,20.2,26.03,12.96,13.07,50.2,9.7,32.0,9,60,797.0,4298,10,4.9,SALE20,6,wallet,False
ORD-20250368,Самара,B,Одежда,store,False,False,2023-04-03 00:00:00,3,435.61,17.6,1076.82,663.63,413.19,38.4,7.2,33.4,12,33,462.0,2376,5,5.0,NONE,3,credit,True
ORD-20250369,Москва,A,Спорт,online,False,False,2023-04-03 06:00:00,5,41.5,12.3,181.98,113.47,68.51,37.6,9.1,37.9,9,54,670.0,1132,5,4.6,SUMMER,6,credit,True
ORD-20250370,Самара,C,Мебель,online,False,False,2023-04-03 12:00:00,4,249.64,13.4,864.77,452.48,412.29,47.7,8.3,21.5,15,64,640.0,5527,6,4.9,NONE,4,wallet,False
ORD-20250371,Москва,C,Одежда,mobile,True,False,2023-04-03 18:00:00,3,242.01,24.4,548.88,402.35,146.53,26.7,5.9,35.5,13,23,279.0,1360,2,4.1,SUMMER,7,card,True
ORD-20250372,Казань,B,Мебель,mobile,True,False,2023-04-04 00:00:00,3,38.19,11.2,101.74,55.03,46.71,45.9,8.2,48.9,14,29,541.0,7197,5,5.0,NONE,7,credit,False
ORD-20250373,СПб,B,Мебель,mobile,False,False,2023-04-04 06:00:00,3,420.73,8.0,1161.2,750.45,410.75,35.4,10.0,20.9,12,56,402.0,1545,11,4.0,NONE,5,cash,True
ORD-20250374,СПб,C,Одежда,store,False,False,2023-04-04 12:00:00,2,39.08,16.1,65.57,48.77,16.8,25.6,6.1,34.1,9,37,581.0,4975,4,4.1,NONE,2,credit,False
ORD-20250375,СПб,A,Продукты,mobile,False,False,2023-04-04 18:00:00,5,598.04,16.8,2487.85,1719.33,768.52,30.9,8.9,24.6,16,62,436.0,1231,3,4.6,NONE,9,card,False
ORD-20250376,Казань,B,Одежда,mobile,False,False,2023-04-05 00:00:00,2,491.73,23.4,753.34,507.65,245.69,32.6,8.5,23.0,8,63,211.0,2004,10,4.0,SALE20,2,wallet,False
ORD-20250377,Казань,C,Одежда,mobile,False,False,2023-04-05 06:00:00,5,254.5,8.8,1160.54,542.86,617.68,53.2,9.0,24.6,15,37,613.0,6563,4,2.8,SUMMER,6,cash,True
ORD-20250378,СПб,C,Электроника,mobile,True,False,2023-04-05 12:00:00,1,349.37,12.7,305.0,185.21,119.79,39.3,7.7,67.4,6,69,183.0,6985,10,5.0,NEWYEAR,3,wallet,True
ORD-20250379,СПб,B,Мебель,mobile,False,False,2023-04-05 18:00:00,3,316.41,15.6,801.14,541.7,259.44,32.4,6.3,65.1,16,64,473.0,3567,2,4.6,NONE,7,card,True
ORD-20250380,Казань,C,Продукты,mobile,False,False,2023-04-06 00:00:00,4,368.03,17.7,1211.57,785.27,426.3,35.2,9.4,14.0,15,32,954.0,1675,3,5.0,NONE,4,credit,True
ORD-20250381,Новосибирск,B,Мебель,store,False,False,2023-04-06 06:00:00,7,400.45,1.0,2775.14,1721.48,1053.66,38.0,7.4,53.5,19,53,783.0,2328,7,3.6,NONE,11,cash,False
ORD-20250382,Самара,B,Спорт,store,False,True,2023-04-06 12:00:00,5,342.85,22.5,1328.53,964.93,363.6,27.4,3.9,30.3,14,40,525.0,4600,12,4.5,NONE,6,cash,False
ORD-20250383,Москва,B,Одежда,mobile,False,False,2023-04-06 18:00:00,3,494.57,4.4,1418.41,876.39,542.02,38.2,9.1,37.8,12,54,364.0,2685,8,4.5,NONE,3,cash,False
ORD-20250384,Москва,A,Электроника,online,False,False,2023-04-07 00:00:00,3,345.93,5.6,979.66,687.02,292.64,29.9,6.6,29.9,7,44,436.0,6495,2,4.3,NEWYEAR,7,cash,False
ORD-20250385,Самара,A,Одежда,store,False,False,2023-04-07 06:00:00,6,345.79,17.4,1713.76,1226.62,487.14,28.4,7.4,81.3,15,46,681.0,2146,7,5.0,SALE20,10,wallet,False
ORD-20250386,Казань,B,Одежда,mobile,False,False,2023-04-07 12:00:00,7,427.3,5.0,2841.57,1948.94,892.63,31.4,6.7,68.4,21,47,326.0,2678,1,4.1,NONE,7,cash,False
ORD-20250387,Казань,A,Продукты,online,True,False,2023-04-07 18:00:00,6,476.56,3.3,2765.02,1368.58,1396.44,50.5,8.7,102.8,17,37,528.0,4242,2,5.0,NONE,7,credit,False
ORD-20250388,СПб,B,Спорт,mobile,False,False,2023-04-08 00:00:00,7,80.66,23.7,430.83,294.05,136.78,31.7,7.5,42.2,9,46,318.0,2370,3,4.2,NEWYEAR,8,cash,True
ORD-20250389,Казань,C,Спорт,online,False,False,2023-04-08 06:00:00,2,120.68,16.1,202.5,138.95,63.55,31.4,8.1,36.6,8,34,399.0,3573,11,3.4,NONE,2,wallet,True
ORD-20250390,Казань,B,Мебель,mobile,False,False,2023-04-08 12:00:00,4,296.51,23.7,904.94,590.12,314.82,34.8,9.2,18.9,12,60,370.0,2121,12,3.4,NONE,8,credit,False
ORD-20250391,Самара,C,Мебель,online,False,False,2023-04-08 18:00:00,4,13.38,1.6,52.67,29.57,23.1,43.9,9.1,23.6,15,59,528.0,7192,1,3.7,NONE,5,credit,True
ORD-20250392,Новосибирск,C,Одежда,online,False,False,2023-04-09 00:00:00,3,195.07,0.9,579.94,311.25,268.69,46.3,9.4,115.8,10,34,557.0,3797,5,4.0,SUMMER,7,credit,True
ORD-20250393,Новосибирск,C,Одежда,mobile,False,False,2023-04-09 06:00:00,1,93.47,7.0,86.93,56.09,30.84,35.5,8.1,39.7,13,61,1058.0,1389,13,4.2,NEWYEAR,1,cash,False
ORD-20250394,Новосибирск,B,Спорт,online,False,False,2023-04-09 12:00:00,2,126.03,1.0,249.54,166.92,82.62,33.1,9.7,11.1,9,45,421.0,1356,7,4.4,NONE,3,credit,True
ORD-20250395,Самара,A,Одежда,mobile,False,False,2023-04-09 18:00:00,3,628.2,11.0,1677.3,1217.7,459.6,27.4,6.5,52.0,13,35,509.0,6852,5,4.3,SALE20,5,cash,True
ORD-20250396,Самара,B,Одежда,online,False,False,2023-04-10 00:00:00,3,148.27,24.0,338.06,186.75,151.31,44.8,7.5,31.6,14,35,715.0,3355,7,4.4,NEWYEAR,3,credit,True
ORD-20250397,СПб,C,Спорт,online,False,False,2023-04-10 06:00:00,2,337.6,8.9,615.11,330.14,284.97,46.3,8.9,34.8,16,50,443.0,2503,8,5.0,SALE20,4,card,False
ORD-20250398,Новосибирск,C,Спорт,online,True,False,2023-04-10 12:00:00,3,203.64,18.3,499.13,335.63,163.5,32.8,6.6,32.2,10,58,465.0,2746,3,3.6,NONE,5,wallet,False
ORD-20250399,СПб,B,Мебель,online,False,False,2023-04-10 18:00:00,6,464.65,16.2,2336.28,1737.11,599.17,25.6,9.1,33.7,11,55,570.0,7815,9,4.9,SUMMER,7,cash,False
ORD-20250400,Москва,C,Мебель,mobile,True,False,2023-04-11 00:00:00,3,275.49,0.8,819.86,440.38,379.48,46.3,9.7,17.3,8,50,341.0,2954,5,4.6,NEWYEAR,4,wallet,False
ORD-20250401,Новосибирск,B,Мебель,mobile,False,False,2023-04-11 06:00:00,2,212.87,5.8,401.05,213.48,187.57,46.8,7.6,30.0,12,29,484.0,5524,7,3.5,SALE20,3,credit,False
ORD-20250402,Казань,B,Продукты,store,False,True,2023-04-11 12:00:00,4,27.24,15.8,91.75,65.89,25.86,28.2,8.1,18.2,13,35,323.0,2149,9,4.2,NONE,5,card,False
ORD-20250403,Казань,A,Мебель,online,True,False,2023-04-11 18:00:00,1,625.67,2.3,611.28,323.62,287.66,47.1,10.0,7.5,8,50,394.0,7416,11,3.1,NONE,1,wallet,True
ORD-20250404,Самара,B,Электроника,online,True,False,2023-04-12 00:00:00,2,356.6,11.4,631.89,363.09,268.8,42.5,7.7,71.4,11,30,1055.0,5552,9,3.9,NONE,4,credit,False
ORD-20250405,Самара,B,Электроника,online,False,False,2023-04-12 06:00:00,1,76.03,16.9,63.18,47.23,15.95,25.2,9.1,16.3,10,35,422.0,7212,11,4.2,SALE20,4,card,False
ORD-20250406,Москва,B,Спорт,online,False,False,2023-04-12 12:00:00,1,468.22,8.5,428.43,295.72,132.71,31.0,8.4,78.9,8,38,488.0,2036,1,5.0,SALE20,5,credit,True
ORD-20250407,СПб,B,Электроника,online,True,False,2023-04-12 18:00:00,6,249.42,7.8,1379.81,724.33,655.48,47.5,9.2,21.3,14,32,155.0,3902,8,4.4,SALE20,7,wallet,False
ORD-20250408,Самара,B,Мебель,mobile,False,False,2023-04-13 00:00:00,1,24.48,18.1,20.05,14.75,5.3,26.4,8.9,45.0,9,60,533.0,2608,4,3.9,NONE,3,card,True
ORD-20250409,Самара,B,Одежда,online,False,False,2023-04-13 06:00:00,2,154.98,10.5,277.41,195.04,82.37,29.7,8.2,23.5,5,34,985.0,3429,1,5.0,SALE20,4,card,False
ORD-20250410,Самара,C,Мебель,online,False,False,2023-04-13 12:00:00,2,323.48,13.3,560.91,416.32,144.59,25.8,8.1,14.5,14,38,318.0,2037,10,4.9,SALE20,5,cash,True
ORD-20250411,Казань,C,Продукты,mobile,False,False,2023-04-13 18:00:00,5,161.52,5.0,767.24,438.05,329.19,42.9,9.0,22.0,15,34,690.0,1395,9,3.8,SUMMER,7,card,False
ORD-20250412,СПб,B,Одежда,online,False,False,2023-04-14 00:00:00,3,405.81,19.7,977.61,635.6,342.01,35.0,5.7,35.9,10,68,349.0,3052,12,4.3,NONE,5,cash,False
ORD-20250413,Казань,B,Мебель,online,True,False,2023-04-14 06:00:00,2,207.36,15.0,352.51,199.01,153.5,43.5,8.9,17.1,6,43,231.0,2771,11,5.0,NONE,5,card,False
ORD-20250414,Москва,B,Спорт,online,False,True,2023-04-14 12:00:00,6,75.64,24.3,343.54,200.16,143.38,41.7,8.2,27.6,16,19,375.0,4287,6,3.2,SUMMER,6,credit,True
ORD-20250415,Новосибирск,B,Мебель,store,False,False,2023-04-14 18:00:00,2,105.36,18.9,170.9,111.32,59.58,34.9,7.3,26.2,13,36,340.0,2421,11,4.2,NONE,5,wallet,True
ORD-20250416,Москва,C,Одежда,online,False,False,2023-04-15 00:00:00,7,331.34,15.0,1971.49,1132.43,839.06,42.6,5.3,22.4,9,58,468.0,1232,5,4.1,NONE,7,card,True
ORD-20250417,Казань,B,Спорт,online,False,False,2023-04-15 06:00:00,6,98.81,15.4,501.54,288.74,212.8,42.4,9.1,48.6,9,55,396.0,2791,8,4.8,SUMMER,10,cash,False
ORD-20250418,Самара,A,Спорт,online,True,False,2023-04-15 12:00:00,7,655.72,8.3,4209.04,2578.21,1630.83,38.7,7.5,37.8,15,27,300.0,5638,2,4.8,SALE20,10,wallet,True
ORD-20250419,СПб,B,Одежда,mobile,True,False,2023-04-15 18:00:00,5,151.39,11.1,672.91,324.46,348.45,51.8,7.7,41.5,12,64,553.0,1425,5,4.9,SALE20,8,credit,True
ORD-20250420,Новосибирск,C,Мебель,online,False,False,2023-04-16 00:00:00,2,364.58,16.8,606.66,452.42,154.24,25.4,6.0,7.2,13,43,715.0,3018,8,4.7,NONE,6,credit,True
ORD-20250421,Казань,A,Мебель,online,True,False,2023-04-16 06:00:00,5,80.43,12.9,350.26,244.51,105.75,30.2,5.5,33.5,14,58,580.0,1688,5,3.7,NEWYEAR,6,card,False
