timestamp,hour,day_of_week,month,is_weekend,outdoor_temp_c,energy_kwh,hvac_mode,occupancy_est,solar_gen_kwh,grid_import_kwh,is_anomaly,cost_rub
2024-01-13 00:00:00,0,5,1,True,8.7,3.339,heat,3,0.0,3.339,False,20.93
2024-01-13 01:00:00,1,5,1,True,4.7,4.696,heat,2,0.0,4.696,False,24.38
2024-01-13 02:00:00,2,5,1,True,9.5,4.588,heat,1,0.0,4.588,False,27.34
2024-01-13 03:00:00,3,5,1,True,7.9,4.319,heat,5,0.0,4.319,False,23.67
2024-01-13 04:00:00,4,5,1,True,1.0,5.484,heat,3,0.0,5.484,False,32.27
2024-01-13 05:00:00,5,5,1,True,8.4,4.158,heat,1,0.0,4.158,False,24.85
2024-01-13 06:00:00,6,5,1,True,7.4,3.594,heat,3,0.0,3.594,False,20.73
2024-01-13 07:00:00,7,5,1,True,10.8,5.075,off,6,0.063,4.946,False,31.43
2024-01-13 08:00:00,8,5,1,True,5.8,6.408,heat,2,0.101,6.158,False,31.93
2024-01-13 09:00:00,9,5,1,True,10.3,5.085,off,2,0.386,4.731,False,23.18
2024-01-13 10:00:00,10,5,1,True,-0.2,7.451,heat,7,0.0,7.018,False,43.4
2024-01-13 11:00:00,11,5,1,True,3.7,7.497,heat,1,0.207,7.014,False,34.72
2024-01-13 12:00:00,12,5,1,True,-0.9,7.803,heat,2,0.0,7.303,False,39.09
2024-01-13 13:00:00,13,5,1,True,4.1,5.924,heat,2,0.193,5.441,False,28.72
2024-01-13 14:00:00,14,5,1,True,5.5,6.26,heat,2,0.27,5.827,False,32.51
2024-01-13 15:00:00,15,5,1,True,4.9,6.937,heat,4,0.077,6.583,False,44.95
2024-01-13 16:00:00,16,5,1,True,7.8,6.399,heat,8,0.301,6.149,False,37.65
2024-01-13 17:00:00,17,5,1,True,12.4,3.513,off,3,0.275,3.384,False,16.06
2024-01-13 18:00:00,18,5,1,True,3.9,6.385,heat,5,0.021,6.385,False,41.18
2024-01-13 19:00:00,19,5,1,True,8.8,5.346,heat,6,0.048,5.346,False,34.28
2024-01-13 20:00:00,20,5,1,True,7.1,5.983,heat,5,0.0,5.983,False,35.47
2024-01-13 21:00:00,21,5,1,True,6.1,5.625,heat,5,0.0,5.625,False,34.1
2024-01-13 22:00:00,22,5,1,True,7.6,6.03,heat,11,0.0,6.03,False,29.17
2024-01-13 23:00:00,23,5,1,True,4.0,5.577,heat,3,0.0,5.577,False,31.07
2024-01-14 00:00:00,0,6,1,True,8.2,3.804,heat,5,0.0,3.804,False,20.6
2024-01-14 01:00:00,1,6,1,True,0.7,6.013,heat,2,0.0,6.013,False,34.99
2024-01-14 02:00:00,2,6,1,True,5.5,5.157,heat,4,0.0,5.157,False,30.78
2024-01-14 03:00:00,3,6,1,True,4.1,5.887,heat,2,0.022,5.887,False,29.52
2024-01-14 04:00:00,4,6,1,True,12.5,3.505,off,2,0.0,3.505,False,17.76
2024-01-14 05:00:00,5,6,1,True,1.8,5.549,heat,2,0.0,5.549,False,34.67
2024-01-14 06:00:00,6,6,1,True,6.5,17.336,heat,3,0.0,17.336,True,87.57
2024-01-14 07:00:00,7,6,1,True,8.8,5.407,heat,4,0.363,5.278,False,28.16
2024-01-14 08:00:00,8,6,1,True,3.3,6.57,heat,3,0.0,6.32,False,38.85
2024-01-14 09:00:00,9,6,1,True,5.1,6.619,heat,4,0.09,6.265,False,39.27
2024-01-14 10:00:00,10,6,1,True,3.5,7.024,heat,4,0.206,6.591,False,36.93
2024-01-14 11:00:00,11,6,1,True,3.7,6.772,heat,1,0.17,6.289,False,43.65
2024-01-14 12:00:00,12,6,1,True,10.1,5.584,off,2,0.755,5.084,False,29.02
2024-01-14 13:00:00,13,6,1,True,-0.7,7.751,heat,2,0.199,7.268,False,38.94
2024-01-14 14:00:00,14,6,1,True,5.8,6.205,heat,5,0.314,5.772,False,28.89
2024-01-14 15:00:00,15,6,1,True,-1.3,8.091,heat,2,0.093,7.737,False,42.72
2024-01-14 16:00:00,16,6,1,True,7.9,5.862,heat,2,0.27,5.612,False,33.7
2024-01-14 17:00:00,17,6,1,True,3.9,6.366,heat,3,0.154,6.237,False,29.79
2024-01-14 18:00:00,18,6,1,True,-0.2,8.497,heat,5,0.052,8.497,False,38.26
2024-01-14 19:00:00,19,6,1,True,4.6,6.827,heat,5,0.0,6.827,False,36.05
2024-01-14 20:00:00,20,6,1,True,1.4,7.354,heat,4,0.0,7.354,False,40.26
2024-01-14 21:00:00,21,6,1,True,8.0,5.712,heat,3,0.0,5.712,False,28.81
2024-01-14 22:00:00,22,6,1,True,8.1,5.637,heat,5,0.0,5.637,False,26.2
2024-01-14 23:00:00,23,6,1,True,1.6,6.389,heat,0,0.058,6.389,False,38.0
2024-01-15 00:00:00,0,0,1,False,6.6,6.021,heat,2,0.0,6.021,False,31.11
2024-01-15 01:00:00,1,0,1,False,3.1,6.785,heat,0,0.0,6.785,False,33.65
2024-01-15 02:00:00,2,0,1,False,4.1,7.255,heat,6,0.0,7.255,False,38.35
2024-01-15 03:00:00,3,0,1,False,11.0,4.789,off,1,0.0,4.789,False,25.4
2024-01-15 04:00:00,4,0,1,False,3.9,5.968,heat,2,0.0,5.968,False,30.81
2024-01-15 05:00:00,5,0,1,False,9.4,5.243,heat,2,0.0,5.243,False,31.45
2024-01-15 06:00:00,6,0,1,False,10.3,4.933,off,0,0.0,4.933,False,29.21
2024-01-15 07:00:00,7,0,1,False,4.1,8.336,heat,3,0.052,8.207,False,38.11
2024-01-15 08:00:00,8,0,1,False,5.9,7.629,heat,1,0.179,7.379,False,39.69
2024-01-15 09:00:00,9,0,1,False,3.6,7.951,heat,2,0.215,7.597,False,44.85
2024-01-15 10:00:00,10,0,1,False,5.1,7.914,heat,1,0.185,7.481,False,48.81
2024-01-15 11:00:00,11,0,1,False,7.0,6.374,heat,6,0.382,5.891,False,32.73
2024-01-15 12:00:00,12,0,1,False,4.8,7.794,heat,2,0.232,7.294,False,35.5
2024-01-15 13:00:00,13,0,1,False,6.2,7.472,heat,0,0.145,6.989,False,46.28
2024-01-15 14:00:00,14,0,1,False,3.0,7.526,heat,4,0.265,7.093,False,44.64
2024-01-15 15:00:00,15,0,1,False,2.4,8.26,heat,3,0.115,7.906,False,46.46
2024-01-15 16:00:00,16,0,1,False,3.9,7.548,heat,2,0.08,7.298,False,42.83
2024-01-15 17:00:00,17,0,1,False,5.5,7.255,heat,1,0.0,7.126,False,43.58
2024-01-15 18:00:00,18,0,1,False,8.9,6.938,heat,3,0.0,6.938,False,38.54
2024-01-15 19:00:00,19,0,1,False,4.5,7.261,heat,4,0.0,7.261,False,41.66
2024-01-15 20:00:00,20,0,1,False,6.3,7.138,heat,8,0.0,7.138,False,46.33
2024-01-15 21:00:00,21,0,1,False,2.2,7.872,heat,5,0.0,7.872,False,38.93
2024-01-15 22:00:00,22,0,1,False,7.6,6.982,heat,5,0.0,6.982,False,40.25
2024-01-15 23:00:00,23,0,1,False,3.9,6.462,heat,3,0.0,6.462,False,39.26
2024-01-16 00:00:00,0,1,1,False,4.4,5.688,heat,3,0.0,5.688,False,27.28
2024-01-16 01:00:00,1,1,1,False,5.2,17.426,heat,2,0.0,17.426,True,110.51
2024-01-16 02:00:00,2,1,1,False,3.4,6.369,heat,5,0.0,6.369,False,32.38
2024-01-16 03:00:00,3,1,1,False,1.7,6.916,heat,4,0.0,6.916,False,41.77
2024-01-16 04:00:00,4,1,1,False,6.4,6.074,heat,4,0.0,6.074,False,34.92
2024-01-16 05:00:00,5,1,1,False,7.8,4.973,heat,6,0.0,4.973,False,27.85
2024-01-16 06:00:00,6,1,1,False,1.1,6.874,heat,3,0.0,6.874,False,43.68
2024-01-16 07:00:00,7,1,1,False,5.8,7.874,heat,8,0.073,7.745,False,42.15
2024-01-16 08:00:00,8,1,1,False,5.8,20.707,heat,1,0.258,20.457,True,112.29
2024-01-16 09:00:00,9,1,1,False,4.0,7.423,heat,1,0.138,7.069,False,41.29
2024-01-16 10:00:00,10,1,1,False,4.0,7.765,heat,7,0.398,7.332,False,48.9
2024-01-16 11:00:00,11,1,1,False,8.3,6.901,heat,5,0.407,6.418,False,44.63
2024-01-16 12:00:00,12,1,1,False,11.6,6.266,off,3,0.485,5.766,False,40.1
2024-01-16 13:00:00,13,1,1,False,8.9,6.691,heat,3,0.23,6.208,False,41.47
2024-01-16 14:00:00,14,1,1,False,6.7,22.564,heat,4,0.333,22.131,True,123.3
2024-01-16 15:00:00,15,1,1,False,8.6,6.825,heat,4,0.283,6.471,False,34.57
2024-01-16 16:00:00,16,1,1,False,6.5,7.202,heat,4,0.068,6.952,False,46.05
2024-01-16 17:00:00,17,1,1,False,3.0,7.42,heat,1,0.108,7.291,False,35.59
2024-01-16 18:00:00,18,1,1,False,6.1,7.065,heat,2,0.027,7.065,False,32.32
2024-01-16 19:00:00,19,1,1,False,1.0,9.043,heat,4,0.0,9.043,False,50.31
2024-01-16 20:00:00,20,1,1,False,2.8,8.443,heat,3,0.0,8.443,False,48.16
2024-01-16 21:00:00,21,1,1,False,7.9,6.83,heat,7,0.0,6.83,False,40.03
2024-01-16 22:00:00,22,1,1,False,4.5,7.587,heat,3,0.0,7.587,False,40.34
2024-01-16 23:00:00,23,1,1,False,2.5,19.7,heat,3,0.0,19.7,True,121.49
2024-01-17 00:00:00,0,2,1,False,3.2,6.15,heat,3,0.0,6.15,False,36.04
2024-01-17 01:00:00,1,2,1,False,1.4,7.34,heat,6,0.059,7.34,False,45.45
2024-01-17 02:00:00,2,2,1,False,6.0,5.676,heat,3,0.0,5.676,False,35.3
2024-01-17 03:00:00,3,2,1,False,3.7,6.485,heat,3,0.0,6.485,False,40.7
2024-01-17 04:00:00,4,2,1,False,4.3,7.194,heat,2,0.0,7.194,False,40.92
2024-01-17 05:00:00,5,2,1,False,6.3,5.778,heat,0,0.0,5.778,False,27.14
2024-01-17 06:00:00,6,2,1,False,6.0,5.491,heat,1,0.0,5.491,False,27.01
2024-01-17 07:00:00,7,2,1,False,1.4,8.788,heat,3,0.0,8.659,False,42.85
2024-01-17 08:00:00,8,2,1,False,1.5,8.844,heat,2,0.045,8.594,False,48.41
2024-01-17 09:00:00,9,2,1,False,4.8,6.825,heat,2,0.143,6.471,False,32.92
2024-01-17 10:00:00,10,2,1,False,7.0,7.561,heat,0,0.351,7.128,False,38.72
2024-01-17 11:00:00,11,2,1,False,3.0,7.69,heat,3,0.098,7.207,False,38.06
2024-01-17 12:00:00,12,2,1,False,3.4,8.592,heat,4,0.0,8.092,False,52.17
2024-01-17 13:00:00,13,2,1,False,5.4,7.954,heat,1,0.337,7.471,False,46.52
2024-01-17 14:00:00,14,2,1,False,5.4,7.509,heat,4,0.224,7.076,False,46.11
2024-01-17 15:00:00,15,2,1,False,4.8,7.25,heat,2,0.241,6.896,False,32.83
2024-01-17 16:00:00,16,2,1,False,6.2,7.701,heat,3,0.216,7.451,False,45.45
2024-01-17 17:00:00,17,2,1,False,2.3,8.398,heat,5,0.138,8.269,False,37.98
2024-01-17 18:00:00,18,2,1,False,9.5,6.105,heat,5,0.0,6.105,False,32.02
2024-01-17 19:00:00,19,2,1,False,4.1,7.984,heat,4,0.0,7.984,False,35.95
2024-01-17 20:00:00,20,2,1,False,10.0,5.838,off,4,0.0,5.838,False,35.32
2024-01-17 21:00:00,21,2,1,False,-1.5,9.29,heat,6,0.0,9.29,False,46.22
2024-01-17 22:00:00,22,2,1,False,-0.1,8.936,heat,7,0.125,8.936,False,50.77
2024-01-17 23:00:00,23,2,1,False,4.8,6.303,heat,3,0.0,6.303,False,29.17
2024-01-18 00:00:00,0,3,1,False,8.0,5.784,heat,2,0.0,5.784,False,26.19
2024-01-18 01:00:00,1,3,1,False,5.7,5.677,heat,3,0.0,5.677,False,36.23
2024-01-18 02:00:00,2,3,1,False,4.7,5.875,heat,7,0.0,5.875,False,37.23
2024-01-18 03:00:00,3,3,1,False,5.9,5.847,heat,1,0.0,5.847,False,29.16
2024-01-18 04:00:00,4,3,1,False,4.9,6.392,heat,4,0.0,6.392,False,40.97
2024-01-18 05:00:00,5,3,1,False,10.9,4.494,off,1,0.0,4.494,False,21.16
2024-01-18 06:00:00,6,3,1,False,3.5,5.793,heat,1,0.045,5.793,False,28.2
2024-01-18 07:00:00,7,3,1,False,8.8,6.489,heat,5,0.178,6.36,False,35.06
2024-01-18 08:00:00,8,3,1,False,2.8,8.169,heat,2,0.146,7.919,False,47.16
2024-01-18 09:00:00,9,3,1,False,4.1,7.459,heat,2,0.203,7.105,False,38.87
2024-01-18 10:00:00,10,3,1,False,2.1,7.338,heat,2,0.03,6.905,False,39.54
2024-01-18 11:00:00,11,3,1,False,7.6,7.035,heat,2,0.289,6.552,False,33.31
2024-01-18 12:00:00,12,3,1,False,8.6,6.117,heat,1,0.562,5.617,False,39.26
2024-01-18 13:00:00,13,3,1,False,4.5,8.068,heat,0,0.177,7.585,False,38.41
2024-01-18 14:00:00,14,3,1,False,6.6,8.062,heat,3,0.253,7.629,False,37.32
2024-01-18 15:00:00,15,3,1,False,5.4,7.097,heat,3,0.179,6.743,False,34.05
2024-01-18 16:00:00,16,3,1,False,6.8,7.245,heat,3,0.02,6.995,False,35.76
2024-01-18 17:00:00,17,3,1,False,8.5,6.783,heat,3,0.092,6.654,False,31.84
2024-01-18 18:00:00,18,3,1,False,1.6,24.292,heat,3,0.0,24.292,True,123.21
2024-01-18 19:00:00,19,3,1,False,1.8,7.373,heat,5,0.039,7.373,False,33.98
2024-01-18 20:00:00,20,3,1,False,3.3,7.421,heat,4,0.0,7.421,False,36.42
2024-01-18 21:00:00,21,3,1,False,3.7,7.759,heat,5,0.0,7.759,False,38.22
2024-01-18 22:00:00,22,3,1,False,5.6,8.368,heat,4,0.0,8.368,False,37.83
2024-01-18 23:00:00,23,3,1,False,5.0,6.271,heat,4,0.0,6.271,False,29.34
2024-01-19 00:00:00,0,4,1,False,4.4,5.846,heat,2,0.019,5.846,False,34.27
2024-01-19 01:00:00,1,4,1,False,4.8,5.748,heat,1,0.0,5.748,False,34.77
2024-01-19 02:00:00,2,4,1,False,5.7,5.61,heat,5,0.0,5.61,False,27.85
2024-01-19 03:00:00,3,4,1,False,2.7,5.874,heat,2,0.062,5.874,False,34.73
2024-01-19 04:00:00,4,4,1,False,-1.4,7.284,heat,0,0.237,7.284,False,38.71
2024-01-19 05:00:00,5,4,1,False,2.3,6.914,heat,4,0.0,6.914,False,35.81
2024-01-19 06:00:00,6,4,1,False,8.3,5.128,heat,3,0.121,5.128,False,30.24
2024-01-19 07:00:00,7,4,1,False,-2.8,9.329,heat,7,0.0,9.2,False,57.32
2024-01-19 08:00:00,8,4,1,False,8.4,7.033,heat,2,0.0,6.783,False,39.95
2024-01-19 09:00:00,9,4,1,False,3.3,7.525,heat,3,0.0,7.171,False,41.61
2024-01-19 10:00:00,10,4,1,False,7.6,7.083,heat,4,0.29,6.65,False,38.44
2024-01-19 11:00:00,11,4,1,False,1.9,7.86,heat,7,0.0,7.377,False,40.26
2024-01-19 12:00:00,12,4,1,False,-2.5,9.763,heat,3,0.131,9.263,False,59.42
2024-01-19 13:00:00,13,4,1,False,2.4,8.22,heat,2,0.121,7.737,False,49.39
2024-01-19 14:00:00,14,4,1,False,4.6,7.714,heat,3,0.261,7.281,False,46.63
2024-01-19 15:00:00,15,4,1,False,6.2,7.206,heat,3,0.183,6.852,False,45.07
2024-01-19 16:00:00,16,4,1,False,0.8,8.828,heat,2,0.0,8.578,False,55.96
2024-01-19 17:00:00,17,4,1,False,6.1,6.926,heat,3,0.071,6.797,False,43.78
2024-01-19 18:00:00,18,4,1,False,5.1,7.934,heat,5,0.195,7.934,False,47.18
2024-01-19 19:00:00,19,4,1,False,3.1,7.91,heat,5,0.0,7.91,False,41.3
2024-01-19 20:00:00,20,4,1,False,5.4,7.66,heat,8,0.0,7.66,False,45.24
2024-01-19 21:00:00,21,4,1,False,5.3,7.747,heat,4,0.0,7.747,False,48.99
2024-01-19 22:00:00,22,4,1,False,6.6,6.849,heat,7,0.0,6.849,False,32.96
2024-01-19 23:00:00,23,4,1,False,5.6,6.097,heat,2,0.0,6.097,False,28.51
2024-01-20 00:00:00,0,5,1,True,5.3,4.573,heat,3,0.0,4.573,False,26.37
2024-01-20 01:00:00,1,5,1,True,10.9,2.83,off,4,0.0,2.83,False,15.8
2024-01-20 02:00:00,2,5,1,True,-0.8,6.486,heat,4,0.0,6.486,False,32.77
2024-01-20 03:00:00,3,5,1,True,1.1,6.793,heat,5,0.006,6.793,False,35.38
2024-01-20 04:00:00,4,5,1,True,8.3,3.87,heat,3,0.0,3.87,False,19.18
2024-01-20 05:00:00,5,5,1,True,0.6,6.254,heat,5,0.051,6.254,False,36.67
2024-01-20 06:00:00,6,5,1,True,7.7,4.605,heat,3,0.057,4.605,False,27.79
2024-01-20 07:00:00,7,5,1,True,6.0,5.747,heat,1,0.137,5.618,False,28.19
2024-01-20 08:00:00,8,5,1,True,1.1,7.183,heat,2,0.064,6.933,False,38.5
2024-01-20 09:00:00,9,5,1,True,8.0,6.207,heat,6,0.148,5.853,False,29.61
2024-01-20 10:00:00,10,5,1,True,8.6,5.821,heat,2,0.468,5.388,False,26.84
2024-01-20 11:00:00,11,5,1,True,5.1,6.455,heat,4,0.418,5.972,False,29.82
2024-01-20 12:00:00,12,5,1,True,4.7,5.893,heat,4,0.362,5.393,False,31.27
2024-01-20 13:00:00,13,5,1,True,8.9,5.246,heat,3,0.457,4.763,False,32.05
2024-01-20 14:00:00,14,5,1,True,-0.1,7.932,heat,1,0.0,7.499,False,41.07
2024-01-20 15:00:00,15,5,1,True,7.1,4.671,heat,4,0.188,4.317,False,27.46
2024-01-20 16:00:00,16,5,1,True,0.7,7.856,heat,4,0.0,7.606,False,44.16
2024-01-20 17:00:00,17,5,1,True,6.7,6.467,heat,7,0.184,6.338,False,34.33
2024-01-20 18:00:00,18,5,1,True,4.6,7.267,heat,3,0.0,7.267,False,35.16
2024-01-20 19:00:00,19,5,1,True,4.9,6.985,heat,3,0.0,6.985,False,33.97
2024-01-20 20:00:00,20,5,1,True,9.9,5.376,heat,5,0.0,5.376,False,31.14
2024-01-20 21:00:00,21,5,1,True,0.3,7.936,heat,6,0.115,7.936,False,40.9
2024-01-20 22:00:00,22,5,1,True,7.2,5.768,heat,5,0.0,5.768,False,33.92
2024-01-20 23:00:00,23,5,1,True,4.8,4.782,heat,1,0.0,4.782,False,27.32
2024-01-21 00:00:00,0,6,1,True,5.3,5.05,heat,6,0.0,5.05,False,29.5
2024-01-21 01:00:00,1,6,1,True,7.6,3.977,heat,1,0.0,3.977,False,23.35
2024-01-21 02:00:00,2,6,1,True,7.4,4.173,heat,3,0.0,4.173,False,22.5
2024-01-21 03:00:00,3,6,1,True,6.9,5.359,heat,5,0.0,5.359,False,28.49
2024-01-21 04:00:00,4,6,1,True,2.4,5.307,heat,4,0.0,5.307,False,30.72
2024-01-21 05:00:00,5,6,1,True,6.9,4.581,heat,0,0.0,4.581,False,29.27
2024-01-21 06:00:00,6,6,1,True,7.3,3.73,heat,1,0.245,3.73,False,21.22
2024-01-21 07:00:00,7,6,1,True,6.5,5.744,heat,3,0.005,5.615,False,35.71
2024-01-21 08:00:00,8,6,1,True,6.9,5.651,heat,1,0.295,5.401,False,27.96
2024-01-21 09:00:00,9,6,1,True,5.3,6.327,heat,6,0.145,5.973,False,29.53
2024-01-21 10:00:00,10,6,1,True,1.5,6.969,heat,2,0.057,6.536,False,40.08
2024-01-21 11:00:00,11,6,1,True,3.8,6.639,heat,7,0.319,6.156,False,34.83
2024-01-21 12:00:00,12,6,1,True,3.6,6.596,heat,3,0.235,6.096,False,38.15
2024-01-21 13:00:00,13,6,1,True,5.1,6.347,heat,2,0.235,5.864,False,30.35
2024-01-21 14:00:00,14,6,1,True,3.8,6.08,heat,2,0.13,5.647,False,32.22
2024-01-21 15:00:00,15,6,1,True,10.4,4.468,off,3,0.508,4.114,False,27.98
2024-01-21 16:00:00,16,6,1,True,6.4,6.417,heat,1,0.124,6.167,False,32.52
2024-01-21 17:00:00,17,6,1,True,4.8,6.26,heat,0,0.027,6.131,False,40.31
2024-01-21 18:00:00,18,6,1,True,5.9,6.312,heat,5,0.0,6.312,False,35.7
2024-01-21 19:00:00,19,6,1,True,6.3,6.283,heat,8,0.1,6.283,False,38.08
2024-01-21 20:00:00,20,6,1,True,11.5,4.847,off,5,0.0,4.847,False,25.21
2024-01-21 21:00:00,21,6,1,True,6.4,5.568,heat,4,0.0,5.568,False,30.19
2024-01-21 22:00:00,22,6,1,True,3.8,5.925,heat,4,0.0,5.925,False,31.68
2024-01-21 23:00:00,23,6,1,True,1.9,5.545,heat,1,0.0,5.545,False,33.28
2024-01-22 00:00:00,0,0,1,False,5.7,5.886,heat,2,0.0,5.886,False,28.31
2024-01-22 01:00:00,1,0,1,False,11.2,5.064,off,0,0.0,5.064,False,27.65
2024-01-22 02:00:00,2,0,1,False,4.5,6.947,heat,2,0.0,6.947,False,31.86
2024-01-22 03:00:00,3,0,1,False,2.2,6.882,heat,2,0.0,6.882,False,41.44
2024-01-22 04:00:00,4,0,1,False,8.0,5.264,heat,5,0.0,5.264,False,24.17
2024-01-22 05:00:00,5,0,1,False,5.4,5.918,heat,4,0.0,5.918,False,31.72
2024-01-22 06:00:00,6,0,1,False,0.1,7.245,heat,2,0.201,7.245,False,37.26
2024-01-22 07:00:00,7,0,1,False,5.6,7.109,heat,2,0.007,6.98,False,36.71
2024-01-22 08:00:00,8,0,1,False,8.4,7.227,heat,6,0.237,6.977,False,34.21
2024-01-22 09:00:00,9,0,1,False,-1.3,8.95,heat,3,0.012,8.596,False,53.59
2024-01-22 10:00:00,10,0,1,False,7.2,7.139,heat,1,0.371,6.706,False,35.37
2024-01-22 11:00:00,11,0,1,False,1.2,8.61,heat,1,0.082,8.127,False,47.37
2024-01-22 12:00:00,12,0,1,False,4.4,6.759,heat,7,0.136,6.259,False,42.72
2024-01-22 13:00:00,13,0,1,False,3.6,7.485,heat,2,0.238,7.002,False,41.86
2024-01-22 14:00:00,14,0,1,False,8.3,6.846,heat,3,0.363,6.413,False,38.15
2024-01-22 15:00:00,15,0,1,False,8.0,7.29,heat,2,0.381,6.936,False,34.89
2024-01-22 16:00:00,16,0,1,False,0.9,8.636,heat,3,0.102,8.386,False,50.64
2024-01-22 17:00:00,17,0,1,False,-1.0,9.308,heat,3,0.06,9.179,False,47.56
2024-01-22 18:00:00,18,0,1,False,0.5,8.241,heat,4,0.094,8.241,False,44.24
2024-01-22 19:00:00,19,0,1,False,6.3,7.242,heat,6,0.0,7.242,False,38.89
2024-01-22 20:00:00,20,0,1,False,-1.8,8.791,heat,4,0.01,8.791,False,43.82
2024-01-22 21:00:00,21,0,1,False,3.1,8.343,heat,5,0.003,8.343,False,38.51
2024-01-22 22:00:00,22,0,1,False,7.8,6.869,heat,5,0.0,6.869,False,39.83
2024-01-22 23:00:00,23,0,1,False,6.8,6.295,heat,1,0.0,6.295,False,38.96
2024-01-23 00:00:00,0,1,1,False,-0.1,7.314,heat,3,0.0,7.314,False,34.4
2024-01-23 01:00:00,1,1,1,False,5.6,5.27,heat,1,0.0,5.27,False,27.5
2024-01-23 02:00:00,2,1,1,False,2.1,6.899,heat,2,0.0,6.899,False,35.87
2024-01-23 03:00:00,3,1,1,False,3.1,6.351,heat,4,0.0,6.351,False,29.61
2024-01-23 04:00:00,4,1,1,False,3.3,6.86,heat,2,0.059,6.86,False,35.09
2024-01-23 05:00:00,5,1,1,False,3.6,6.1,heat,6,0.0,6.1,False,32.71
2024-01-23 06:00:00,6,1,1,False,4.7,6.615,heat,5,0.119,6.615,False,40.63
2024-01-23 07:00:00,7,1,1,False,2.8,7.547,heat,4,0.0,7.418,False,34.64
2024-01-23 08:00:00,8,1,1,False,2.9,8.638,heat,4,0.193,8.388,False,46.97
2024-01-23 09:00:00,9,1,1,False,7.7,6.332,heat,1,0.289,5.978,False,33.26
2024-01-23 10:00:00,10,1,1,False,5.0,7.232,heat,4,0.046,6.799,False,46.53
2024-01-23 11:00:00,11,1,1,False,1.7,8.64,heat,2,0.0,8.157,False,55.55
2024-01-23 12:00:00,12,1,1,False,5.3,8.331,heat,5,0.179,7.831,False,53.24
2024-01-23 13:00:00,13,1,1,False,0.5,8.699,heat,3,0.039,8.216,False,45.17
2024-01-23 14:00:00,14,1,1,False,5.3,21.471,heat,0,0.344,21.038,True,108.26
2024-01-23 15:00:00,15,1,1,False,6.7,6.195,heat,5,0.275,5.841,False,29.35
2024-01-23 16:00:00,16,1,1,False,7.4,7.326,heat,2,0.099,7.076,False,46.14
2024-01-23 17:00:00,17,1,1,False,6.3,7.893,heat,4,0.226,7.764,False,40.07
2024-01-23 18:00:00,18,1,1,False,1.8,8.799,heat,6,0.0,8.799,False,52.16
2024-01-23 19:00:00,19,1,1,False,3.3,8.042,heat,9,0.0,8.042,False,39.52
2024-01-23 20:00:00,20,1,1,False,8.4,6.39,heat,3,0.0,6.39,False,31.92
2024-01-23 21:00:00,21,1,1,False,4.1,7.991,heat,5,0.0,7.991,False,46.04
2024-01-23 22:00:00,22,1,1,False,4.7,7.755,heat,3,0.0,7.755,False,44.87
2024-01-23 23:00:00,23,1,1,False,7.0,6.333,heat,4,0.0,6.333,False,32.47
2024-01-24 00:00:00,0,2,1,False,9.5,5.126,heat,2,0.0,5.126,False,27.49
2024-01-24 01:00:00,1,2,1,False,4.8,6.461,heat,2,0.0,6.461,False,35.13
2024-01-24 02:00:00,2,2,1,False,3.8,6.294,heat,3,0.0,6.294,False,40.84
2024-01-24 03:00:00,3,2,1,False,10.7,4.233,off,8,0.0,4.233,False,24.53
2024-01-24 04:00:00,4,2,1,False,10.9,4.559,off,2,0.0,4.559,False,23.43
2024-01-24 05:00:00,5,2,1,False,5.1,5.053,heat,4,0.01,5.053,False,24.16
2024-01-24 06:00:00,6,2,1,False,5.1,6.027,heat,4,0.0,6.027,False,38.0
2024-01-24 07:00:00,7,2,1,False,7.7,6.994,heat,4,0.088,6.865,False,34.17
2024-01-24 08:00:00,8,2,1,False,6.3,6.997,heat,0,0.0,6.747,False,45.43
2024-01-24 09:00:00,9,2,1,False,5.1,7.67,heat,1,0.193,7.316,False,39.23
2024-01-24 10:00:00,10,2,1,False,7.2,7.426,heat,4,0.336,6.993,False,39.74
2024-01-24 11:00:00,11,2,1,False,3.1,8.086,heat,5,0.128,7.603,False,46.43
2024-01-24 12:00:00,12,2,1,False,8.3,6.675,heat,1,0.321,6.175,False,37.68
2024-01-24 13:00:00,13,2,1,False,7.0,6.894,heat,3,0.443,6.411,False,32.4
2024-01-24 14:00:00,14,2,1,False,6.4,7.106,heat,4,0.154,6.673,False,35.09
2024-01-24 15:00:00,15,2,1,False,4.7,8.42,heat,2,0.316,8.066,False,51.45
2024-01-24 16:00:00,16,2,1,False,3.1,7.697,heat,1,0.0,7.447,False,43.25
2024-01-24 17:00:00,17,2,1,False,-0.3,8.619,heat,4,0.0,8.49,False,55.96
2024-01-24 18:00:00,18,2,1,False,-0.3,9.25,heat,4,0.0,9.25,False,56.42
2024-01-24 19:00:00,19,2,1,False,-0.0,8.495,heat,6,0.0,8.495,False,54.54
2024-01-24 20:00:00,20,2,1,False,8.7,6.984,heat,4,0.0,6.984,False,39.56
2024-01-24 21:00:00,21,2,1,False,3.0,7.668,heat,6,0.0,7.668,False,40.56
2024-01-24 22:00:00,22,2,1,False,1.4,8.453,heat,2,0.0,8.453,False,49.49
2024-01-24 23:00:00,23,2,1,False,4.7,6.489,heat,6,0.0,6.489,False,35.37
2024-01-25 00:00:00,0,3,1,False,2.1,6.272,heat,4,0.129,6.272,False,38.55
