employee_id,department,job_level,age,gender,marital_status,education,years_at_company,years_in_role,monthly_income,overtime_hours_month,satisfaction_score,work_life_balance,trainings_last_year,promotions_last_5y,distance_home_km,remote_days_week,stock_option_level,num_companies_worked,performance_rating,hire_date,last_promotion_date,attrition,attrition_risk_score,manager_tenure_years,team_size,business_travel,environment_satisfaction,job_involvement,monthly_rate,percent_salary_hike,relationship_satisfaction,total_working_years,training_times_last_year,work_accident,left_company
EMP-20127,Operations,5,47,M,married,phd,14,11,14274,2,4.58,4.31,3,1,15.2,0,2,9,2,2016-01-17,2020-02-26,False,0.0,10,11,frequent,5.0,1,89.21,8.1,1,19,3,False,False
EMP-20128,R&D,2,53,M,married,college,4,1,7101,19,3.01,2.46,2,2,27.3,2,3,9,2,2016-01-20,2020-03-02,False,0.6,4,14,rare,3.83,2,44.38,16.8,1,17,2,False,False
EMP-20129,Finance,1,33,F,single,college,16,13,6703,7,4.23,2.21,7,2,52.8,1,1,6,3,2016-01-23,2020-03-07,False,0.1,11,19,none,4.33,4,41.89,17.3,3,19,7,False,False
EMP-20130,Operations,4,37,M,married,master,12,12,11939,33,3.39,2.52,3,1,46.6,3,2,4,2,2016-01-26,2020-03-12,False,4.7,4,12,none,3.34,1,74.62,1.1,3,14,3,False,False
EMP-20131,HR,2,27,M,divorced,bachelor,11,11,7670,32,3.25,2.38,1,2,19.7,4,2,8,3,2016-01-29,2020-03-17,False,2.4,6,17,rare,3.25,1,47.94,10.5,3,25,1,False,False
EMP-20132,R&D,3,39,F,married,bachelor,10,9,8295,5,3.4,4.47,4,3,18.8,1,1,6,2,2016-02-01,2020-03-22,False,0.0,2,4,frequent,3.22,2,51.84,24.2,1,17,4,False,False
EMP-20133,R&D,3,56,M,married,bachelor,16,15,10920,29,2.28,2.47,3,0,59.3,2,2,8,4,2016-02-04,2020-03-27,False,12.6,5,18,none,2.14,2,68.25,6.9,1,28,3,False,False
EMP-20134,Operations,2,41,M,divorced,bachelor,9,9,8233,1,5.0,3.91,1,1,39.5,1,2,3,2,2016-02-07,2020-04-01,False,0.0,2,6,rare,4.86,2,51.46,13.2,1,10,1,False,False
EMP-20135,HR,4,53,F,single,master,19,15,10639,10,2.88,3.85,7,3,41.4,2,1,9,3,2016-02-10,2020-04-06,False,0.1,7,15,rare,3.24,1,66.49,13.4,1,28,7,False,False
EMP-20136,Sales,3,50,F,married,bachelor,13,12,10369,23,2.8,3.37,7,3,4.3,2,3,4,2,2016-02-13,2020-04-11,False,0.3,2,12,rare,2.76,1,64.81,6.5,1,14,7,False,False
EMP-20137,Sales,4,26,M,divorced,phd,6,5,12325,7,3.84,3.3,6,1,7.2,0,0,8,3,2016-02-16,2020-04-16,False,0.1,11,13,rare,4.38,4,77.03,19.5,4,12,6,False,False
EMP-20138,IT,4,23,F,married,bachelor,1,1,9418,2,3.69,4.37,2,2,18.4,3,1,4,3,2016-02-19,2020-04-21,False,0.0,10,4,frequent,3.64,1,58.86,0.1,4,4,2,False,False
EMP-20139,IT,4,35,F,single,bachelor,16,15,12061,5,4.04,3.49,6,2,50.7,1,1,9,1,2016-02-22,2020-04-26,True,0.1,10,12,none,3.89,2,75.38,5.7,1,22,6,False,True
EMP-20140,HR,2,55,F,married,master,1,0,6574,23,2.4,2.86,2,2,54.7,4,3,7,3,2016-02-25,2020-05-01,False,7.5,10,4,none,2.91,4,41.09,14.8,2,6,2,False,False
EMP-20141,IT,4,28,F,married,master,0,0,11528,7,3.49,3.99,7,3,12.3,4,2,3,4,2016-02-28,2020-05-06,False,0.0,11,12,none,3.5,3,72.05,22.9,4,14,7,False,False
EMP-20142,R&D,2,23,F,married,bachelor,0,0,7497,8,4.29,4.02,7,0,43.1,1,3,2,2,2016-03-02,2020-05-11,False,0.1,10,9,frequent,4.24,1,46.86,0.2,2,9,7,False,False
EMP-20143,Finance,5,56,M,single,master,2,0,11537,7,3.88,3.81,1,2,52.6,5,3,2,3,2016-03-05,2020-05-16,False,0.1,9,6,rare,3.89,1,72.11,15.0,2,3,1,True,False
EMP-20144,Operations,5,29,F,single,master,2,0,12514,30,2.21,1.96,2,0,52.9,0,1,4,1,2016-03-08,2020-05-21,False,15.8,3,11,none,2.8,2,78.21,0.1,2,9,2,False,False
EMP-20145,HR,3,34,M,married,bachelor,7,5,11082,31,2.2,1.51,5,3,28.1,3,2,1,4,2016-03-11,2020-05-26,False,1.4,11,6,rare,2.32,2,69.26,15.6,2,18,5,False,False
EMP-20146,Sales,1,50,M,married,master,5,3,4900,28,3.36,2.51,1,2,16.3,4,0,5,4,2016-03-14,2020-05-31,False,5.4,7,4,rare,3.86,4,30.62,10.3,3,12,1,False,False
EMP-20147,Sales,5,25,F,divorced,college,6,6,12711,0,2.96,4.49,6,2,57.4,3,0,6,4,2016-03-17,2020-06-05,False,0.2,3,3,none,2.87,1,79.44,10.9,3,15,6,False,False
EMP-20148,R&D,3,28,M,married,bachelor,5,4,9411,8,4.5,3.82,5,3,17.3,3,1,7,3,2016-03-20,2020-06-10,False,0.0,7,8,none,4.94,1,58.82,24.2,3,12,5,False,False
EMP-20149,IT,5,48,F,married,bachelor,7,7,12352,30,2.64,2.62,1,3,15.9,2,1,9,1,2016-03-23,2020-06-15,False,1.3,5,15,rare,2.74,3,77.2,17.1,3,21,1,False,False
EMP-20150,Operations,1,22,M,single,bachelor,0,0,6211,19,3.17,3.05,6,3,13.1,0,2,8,2,2016-03-26,2020-06-20,False,0.1,3,12,rare,3.52,4,38.82,4.9,2,9,6,False,False
EMP-20151,Sales,2,47,M,married,master,9,6,7302,1,3.53,4.1,0,3,32.4,4,2,9,4,2016-03-29,2020-06-25,False,0.1,8,5,none,3.92,1,45.64,24.9,2,17,0,False,False
EMP-20152,Sales,2,41,M,divorced,college,4,2,5969,8,3.5,3.1,3,2,7.3,5,0,6,1,2016-04-01,2020-06-30,False,0.2,13,10,none,3.12,4,37.31,6.4,4,18,3,False,False
EMP-20153,IT,5,30,F,married,bachelor,8,8,12540,28,1.69,2.99,1,1,34.7,4,1,8,3,2016-04-04,2020-07-05,False,6.8,1,12,none,1.72,4,78.38,17.1,2,12,1,False,False
EMP-20154,HR,3,44,M,single,phd,0,0,8922,30,3.15,2.92,0,1,56.7,0,1,7,1,2016-04-07,2020-07-10,False,2.1,2,6,rare,3.53,2,55.76,17.0,4,11,0,False,False
EMP-20155,IT,1,33,M,divorced,phd,15,12,5961,14,3.31,3.12,5,1,30.8,1,0,8,3,2016-04-10,2020-07-15,False,0.4,13,5,none,3.76,2,37.26,21.2,2,26,5,False,False
EMP-20156,R&D,4,56,F,married,bachelor,14,14,12122,5,3.94,3.97,1,2,58.0,4,2,4,3,2016-04-13,2020-07-20,False,0.2,10,7,none,4.44,4,75.76,10.0,2,19,1,False,False
EMP-20157,IT,1,36,M,married,master,4,2,5730,2,4.59,3.04,5,3,54.4,4,3,5,2,2016-04-16,2020-07-25,False,0.0,4,4,none,4.63,3,35.81,17.4,3,18,5,False,False
EMP-20158,Sales,3,48,M,married,college,6,5,8153,7,4.35,3.74,0,1,47.7,2,3,9,3,2016-04-19,2020-07-30,False,0.0,6,7,frequent,4.97,3,50.96,15.6,2,10,0,False,False
EMP-20159,IT,5,31,M,divorced,college,4,1,12029,27,2.82,2.58,7,2,36.9,1,3,5,2,2016-04-22,2020-08-04,False,1.0,2,12,rare,2.56,2,75.18,10.9,2,17,7,False,False
EMP-20160,R&D,3,52,M,married,master,19,15,10959,28,3.61,3.23,7,1,53.0,2,3,6,3,2016-04-25,2020-08-09,False,2.6,12,16,none,3.01,4,68.49,22.9,2,19,7,False,False
EMP-20161,Finance,3,32,F,married,bachelor,12,9,10402,8,4.56,3.5,2,2,33.7,0,3,6,4,2016-04-28,2020-08-14,False,0.1,10,17,rare,4.45,2,65.01,6.3,3,16,2,False,False
EMP-20162,Finance,1,40,F,married,bachelor,8,6,5329,34,3.14,2.73,3,3,13.2,0,0,2,2,2016-05-01,2020-08-19,False,1.2,4,14,rare,3.62,2,33.31,5.6,1,12,3,False,False
EMP-20163,Finance,3,50,M,single,bachelor,12,9,9961,30,3.04,2.3,4,1,55.6,0,1,1,1,2016-05-04,2020-08-24,False,3.4,3,9,frequent,2.61,4,62.26,15.8,2,17,4,False,False
EMP-20164,R&D,5,55,F,married,master,1,0,11893,34,2.06,1.16,4,1,30.6,4,2,7,4,2016-05-07,2020-08-29,False,15.3,10,18,frequent,1.47,3,74.33,4.8,4,7,4,False,False
EMP-20165,IT,5,49,M,married,bachelor,16,14,14502,26,2.12,2.59,0,0,54.6,0,3,8,3,2016-05-10,2020-09-03,False,4.3,8,18,rare,1.43,4,90.64,20.7,2,27,0,False,False
EMP-20166,Operations,5,46,M,married,master,10,9,13616,20,3.72,3.1,7,1,24.2,3,1,6,2,2016-05-13,2020-09-08,False,0.2,11,9,rare,4.01,4,85.1,8.5,3,16,7,False,False
EMP-20167,Operations,2,46,F,single,master,5,3,6901,34,3.2,2.38,7,1,20.8,1,2,6,1,2016-05-16,2020-09-13,False,1.8,4,3,none,2.62,3,43.13,10.5,2,13,7,False,False
EMP-20168,IT,1,36,M,single,bachelor,11,9,6503,24,3.8,2.88,3,0,46.2,4,3,1,1,2016-05-19,2020-09-18,False,2.4,14,10,rare,4.02,1,40.64,17.1,4,12,3,False,False
EMP-20169,IT,2,46,M,single,college,0,0,6270,29,2.69,2.3,4,3,38.4,0,2,2,2,2016-05-22,2020-09-23,False,1.3,3,10,rare,2.56,4,39.19,22.1,1,0,4,False,False
EMP-20170,Finance,2,42,F,divorced,bachelor,8,5,7926,14,4.61,3.14,1,3,26.9,5,0,7,4,2016-05-25,2020-09-28,False,0.1,3,14,none,4.3,3,49.54,17.2,4,13,1,False,False
EMP-20171,IT,1,40,F,married,bachelor,17,15,7217,8,3.89,3.04,5,1,52.8,0,0,6,3,2016-05-28,2020-10-03,False,0.1,11,5,rare,3.49,1,45.11,2.4,4,19,5,False,False
EMP-20172,Sales,4,33,F,married,phd,13,12,13657,20,2.62,2.0,4,3,31.5,5,1,2,2,2016-05-31,2020-10-08,False,0.2,8,12,none,2.7,1,85.36,8.5,2,14,4,False,False
EMP-20173,HR,3,34,F,single,bachelor,0,0,8131,14,3.15,3.25,2,1,1.8,0,0,6,4,2016-06-03,2020-10-13,False,0.3,6,8,rare,2.85,4,50.82,18.8,4,1,2,True,False
EMP-20174,IT,4,26,F,single,bachelor,8,6,11047,12,4.36,3.03,2,1,41.9,0,2,1,2,2016-06-06,2020-10-18,False,0.2,11,11,none,4.36,1,69.04,22.7,4,12,2,False,False
EMP-20175,Operations,1,47,M,married,college,12,11,5722,24,2.72,3.34,0,0,4.7,0,0,8,4,2016-06-09,2020-10-23,False,3.4,9,3,none,2.88,2,35.76,15.8,1,14,0,False,False
EMP-20176,HR,4,22,M,single,college,7,5,10214,21,2.61,1.86,6,2,29.4,4,3,1,2,2016-06-12,2020-10-28,False,1.5,6,11,none,2.86,4,63.84,14.9,3,9,6,False,False
EMP-20177,Finance,1,26,M,single,phd,3,1,4795,11,5.0,3.6,0,1,12.3,2,3,8,3,2016-06-15,2020-11-02,False,0.1,4,3,none,5.0,4,29.97,9.5,1,7,0,False,False
EMP-20178,HR,4,32,M,divorced,bachelor,11,8,12052,8,4.14,4.66,4,1,15.3,2,3,3,2,2016-06-18,2020-11-07,False,0.0,11,17,none,4.21,4,75.32,12.0,4,14,4,False,False
EMP-20179,HR,5,27,M,married,bachelor,5,5,13190,19,2.55,2.96,6,1,58.8,4,2,3,3,2016-06-21,2020-11-12,False,1.3,8,15,rare,2.13,3,82.44,10.8,4,19,6,False,False
EMP-20180,HR,2,48,F,married,bachelor,17,15,8877,11,3.11,3.45,0,3,7.7,1,0,9,1,2016-06-24,2020-11-17,False,0.1,13,18,rare,3.3,2,55.48,1.4,2,26,0,False,False
EMP-20181,R&D,2,26,M,single,bachelor,13,12,7923,8,2.88,3.81,1,2,45.7,3,3,8,4,2016-06-27,2020-11-22,False,0.2,6,14,rare,3.14,2,49.52,0.5,2,23,1,False,False
EMP-20182,Sales,3,38,F,single,college,16,13,9925,7,3.83,3.9,6,0,38.6,1,0,4,2,2016-06-30,2020-11-27,False,0.1,4,19,none,3.76,4,62.03,15.4,4,26,6,False,False
EMP-20183,Finance,3,48,M,divorced,bachelor,7,7,8507,23,3.57,2.65,6,0,12.5,0,2,2,3,2016-07-03,2020-12-02,False,0.3,1,6,frequent,3.45,3,53.17,12.7,2,7,6,False,False
EMP-20184,Operations,3,43,F,married,master,12,9,9394,14,4.4,2.8,0,0,56.2,5,3,1,3,2016-07-06,2020-12-07,False,0.5,4,3,frequent,5.0,2,58.71,6.1,3,19,0,False,False
EMP-20185,Finance,1,43,M,married,bachelor,1,0,3884,11,2.77,3.78,2,0,12.9,2,0,4,3,2016-07-09,2020-12-12,False,0.2,11,18,rare,2.25,4,24.28,22.3,3,10,2,False,False
EMP-20186,Sales,2,34,M,married,master,13,13,9246,4,3.24,2.85,4,2,31.4,5,1,6,3,2016-07-12,2020-12-17,False,0.1,5,14,rare,3.44,2,57.79,5.2,2,27,4,False,False
EMP-20187,IT,3,38,M,single,bachelor,13,12,11430,1,3.94,4.37,4,0,47.6,2,1,5,4,2016-07-15,2020-12-22,False,0.1,8,14,rare,4.36,1,71.44,17.5,2,19,4,False,False
EMP-20188,Finance,4,49,F,married,bachelor,15,12,10451,24,4.61,2.6,4,0,46.1,5,0,9,4,2016-07-18,2020-12-27,False,0.5,4,7,rare,4.47,3,65.32,19.7,4,19,4,False,False
EMP-20189,Operations,4,39,F,single,bachelor,0,0,10431,33,3.11,2.35,2,0,19.9,1,0,8,4,2016-07-21,2021-01-01,False,3.0,13,8,none,3.04,2,65.19,21.0,2,11,2,False,False
EMP-20190,Operations,4,47,M,single,college,8,6,11378,11,3.68,3.19,4,2,50.5,3,3,3,1,2016-07-24,2021-01-06,False,0.1,13,14,rare,3.52,3,71.11,21.0,2,10,4,False,False
EMP-20191,Operations,3,51,M,married,master,5,3,9167,29,2.16,3.27,0,3,57.8,2,3,9,4,2016-07-27,2021-01-11,False,7.1,12,9,none,2.16,3,57.29,19.9,4,18,0,True,False
EMP-20192,IT,3,30,F,single,master,16,13,9846,21,1.94,3.07,6,2,29.0,5,0,5,3,2016-07-30,2021-01-16,False,0.5,11,4,frequent,2.3,3,61.54,11.4,3,21,6,False,False
EMP-20193,Operations,2,26,M,single,bachelor,7,4,8258,10,3.82,3.34,4,3,39.5,2,1,1,3,2016-08-02,2021-01-21,False,0.1,8,7,rare,3.74,2,51.61,15.6,3,7,4,False,False
EMP-20194,Finance,2,38,M,single,master,10,7,8128,19,3.38,2.88,2,2,22.5,4,1,8,4,2016-08-05,2021-01-26,False,0.2,1,9,frequent,4.62,2,50.8,21.4,2,15,2,False,False
EMP-20195,R&D,2,35,M,single,master,6,3,8147,4,3.88,3.73,2,3,21.9,2,0,7,3,2016-08-08,2021-01-31,False,0.1,1,17,none,3.7,2,50.92,10.5,3,20,2,False,False
EMP-20196,Operations,3,27,M,divorced,master,0,0,7810,11,3.38,4.65,2,1,28.7,2,0,4,4,2016-08-11,2021-02-05,False,0.2,7,8,rare,3.93,4,48.81,16.8,1,6,2,False,False
EMP-20197,HR,1,49,M,divorced,master,12,12,5133,25,2.9,2.09,3,3,12.6,4,2,8,3,2016-08-14,2021-02-10,False,1.0,11,11,rare,3.12,3,32.08,4.0,1,12,3,False,False
EMP-20198,Operations,2,44,M,single,phd,11,11,8268,29,2.45,3.09,1,2,41.7,3,1,9,1,2016-08-17,2021-02-15,False,2.0,2,13,frequent,2.49,2,51.68,14.1,4,16,1,False,False
EMP-20199,Finance,1,45,F,single,college,6,4,4750,7,4.9,3.93,4,0,10.8,2,3,9,3,2016-08-20,2021-02-20,False,0.1,8,5,frequent,5.0,4,29.69,3.5,2,16,4,False,False
EMP-20200,Sales,3,47,M,married,college,11,8,10564,31,2.28,3.22,1,0,1.3,0,1,9,2,2016-08-23,2021-02-25,False,2.5,14,12,none,1.64,4,66.03,16.5,4,11,1,False,False
EMP-20201,Finance,3,37,F,single,master,5,4,7299,21,3.04,3.26,2,3,26.9,0,2,3,3,2016-08-26,2021-03-02,False,0.4,12,6,frequent,3.21,3,45.62,9.4,4,18,2,True,False
EMP-20202,Sales,1,40,M,married,bachelor,12,9,5865,8,4.01,3.6,6,1,5.5,3,1,6,2,2016-08-29,2021-03-07,False,0.1,8,17,frequent,3.72,4,36.66,5.7,2,23,6,False,False
EMP-20203,IT,1,30,M,single,bachelor,4,1,4787,27,3.69,3.16,4,1,34.2,0,0,2,1,2016-09-01,2021-03-12,False,1.6,9,8,frequent,3.52,4,29.92,9.0,4,15,4,False,False
EMP-20204,Operations,3,48,M,married,bachelor,14,14,9814,30,2.34,2.61,7,3,31.7,3,2,7,3,2016-09-04,2021-03-17,False,1.7,1,8,rare,2.15,3,61.34,17.5,3,25,7,False,False
EMP-20205,Sales,2,56,F,single,bachelor,17,15,8849,9,4.43,3.93,5,3,9.1,5,2,5,1,2016-09-07,2021-03-22,False,0.0,1,9,frequent,4.04,1,55.31,22.7,4,19,5,True,False
EMP-20206,Operations,5,53,F,married,bachelor,9,9,13397,3,3.28,4.56,6,0,15.5,4,2,8,1,2016-09-10,2021-03-27,False,0.0,5,9,none,2.62,2,83.73,0.3,2,21,6,False,False
EMP-20207,HR,1,36,M,married,master,0,0,5312,9,3.89,3.6,0,2,2.4,4,0,9,2,2016-09-13,2021-04-01,False,0.1,12,13,none,4.05,1,33.2,4.2,1,3,0,False,False
EMP-20208,Operations,3,23,M,single,master,10,8,10204,26,4.0,2.49,4,3,36.0,1,2,3,3,2016-09-16,2021-04-06,False,0.2,1,15,none,3.97,3,63.78,17.6,3,12,4,False,False
EMP-20209,Operations,5,53,F,married,master,18,15,14023,2,3.09,3.58,2,1,18.3,3,2,3,1,2016-09-19,2021-04-11,False,0.1,12,19,rare,2.97,1,87.64,14.2,4,18,2,False,False
EMP-20210,Operations,1,42,M,married,college,13,11,8047,10,4.38,3.73,0,2,43.1,1,1,1,2,2016-09-22,2021-04-16,False,0.1,4,18,frequent,4.68,2,50.29,8.0,1,15,0,False,False
EMP-20211,HR,3,50,M,divorced,bachelor,7,5,10350,11,4.21,3.01,0,1,38.2,5,2,5,2,2016-09-25,2021-04-21,False,0.2,2,7,rare,4.39,2,64.69,16.3,1,8,0,False,False
EMP-20212,R&D,3,32,M,married,bachelor,9,8,9230,0,4.24,3.83,1,2,23.0,0,0,4,4,2016-09-28,2021-04-26,False,0.0,2,13,rare,4.13,2,57.69,21.7,4,22,1,False,False
EMP-20213,HR,3,53,F,single,master,7,7,9131,20,3.18,2.52,0,0,2.3,3,0,9,1,2016-10-01,2021-05-01,False,1.7,10,8,rare,4.4,3,57.07,6.4,3,7,0,False,False
EMP-20214,Operations,5,52,M,married,master,15,15,13534,28,3.91,2.85,3,2,19.9,2,0,8,4,2016-10-04,2021-05-06,False,0.3,1,16,rare,4.32,3,84.59,12.1,3,24,3,False,False
EMP-20215,HR,3,22,M,single,master,11,10,10011,5,3.84,3.37,0,1,20.2,0,1,5,1,2016-10-07,2021-05-11,False,0.3,8,3,rare,4.82,1,62.57,0.5,3,11,0,False,False
EMP-20216,Sales,2,42,M,divorced,phd,11,11,7142,31,3.08,1.81,6,2,20.6,1,3,6,3,2016-10-10,2021-05-16,False,2.0,14,19,rare,2.91,4,44.64,23.6,3,25,6,False,False
EMP-20217,Finance,2,39,M,married,bachelor,6,3,6688,33,2.68,1.79,4,1,57.3,4,0,6,4,2016-10-13,2021-05-21,False,9.2,9,9,rare,2.78,2,41.8,20.0,2,14,4,False,False
EMP-20218,HR,4,45,M,single,master,2,2,8706,30,2.79,2.21,7,3,10.7,3,1,9,4,2016-10-16,2021-05-26,False,0.7,5,15,rare,2.29,1,54.41,12.6,3,9,7,False,False
EMP-20219,Sales,2,31,F,married,college,10,10,7481,25,3.78,2.51,0,3,16.9,0,1,9,3,2016-10-19,2021-05-31,False,0.7,13,14,frequent,3.65,3,46.76,24.8,2,11,0,False,False
EMP-20220,Sales,4,25,F,married,bachelor,3,3,11412,15,3.13,3.38,0,1,50.1,0,3,4,2,2016-10-22,2021-06-05,False,2.0,2,9,rare,2.9,2,71.32,5.5,1,16,0,False,False
EMP-20221,IT,2,31,M,single,master,16,14,8398,7,2.65,3.57,6,0,55.6,3,2,4,4,2016-10-25,2021-06-10,False,0.9,4,19,rare,3.85,3,52.49,18.6,3,22,6,False,False
EMP-20222,R&D,1,40,M,married,bachelor,0,0,4723,31,3.42,2.64,3,1,28.6,3,0,7,4,2016-10-28,2021-06-15,False,1.1,3,7,rare,3.14,4,29.52,19.2,2,2,3,False,False
EMP-20223,Finance,3,31,F,married,bachelor,14,12,10303,18,2.68,3.33,6,2,32.9,2,1,3,1,2016-10-31,2021-06-20,False,0.6,1,15,frequent,2.59,3,64.39,20.8,4,24,6,False,False
EMP-20224,IT,2,38,M,married,bachelor,13,12,7358,15,4.05,3.62,1,3,4.1,0,2,2,2,2016-11-03,2021-06-25,False,0.1,14,18,rare,3.47,4,45.99,17.1,2,27,1,False,False
EMP-20225,Operations,2,36,F,married,master,8,7,7580,13,3.68,2.4,0,2,48.7,0,0,3,2,2016-11-06,2021-06-30,False,0.5,3,5,frequent,3.89,3,47.38,4.8,1,8,0,False,False
EMP-20226,Finance,2,46,M,married,master,18,15,9472,7,4.49,3.09,3,2,36.1,0,0,3,4,2016-11-09,2021-07-05,False,0.1,2,18,rare,4.13,2,59.2,2.3,4,21,3,False,False
EMP-20227,Operations,1,36,M,married,college,12,12,6485,13,3.26,3.63,4,0,29.3,0,2,6,1,2016-11-12,2021-07-10,False,0.8,13,18,none,3.63,4,40.53,4.5,1,21,4,True,False
EMP-20228,Finance,2,27,F,married,master,0,0,7383,27,2.8,2.76,0,3,18.9,3,3,7,1,2016-11-15,2021-07-15,False,1.5,14,9,rare,2.08,3,46.14,21.5,4,0,0,False,False
EMP-20229,IT,5,44,F,married,bachelor,6,6,13731,19,2.79,3.54,0,1,27.2,2,2,2,1,2016-11-18,2021-07-20,False,0.6,3,17,none,2.74,3,85.82,10.0,3,17,0,False,False
EMP-20230,Sales,2,29,M,married,phd,14,13,8810,13,2.79,2.58,1,1,44.4,1,0,1,4,2016-11-21,2021-07-25,False,0.9,6,3,none,2.05,2,55.06,13.7,2,23,1,False,False
EMP-20231,Operations,4,32,M,married,bachelor,13,10,11189,3,4.45,3.61,0,1,5.8,3,3,2,1,2016-11-24,2021-07-30,False,0.0,10,6,none,4.25,4,69.93,0.6,1,21,0,False,False
EMP-20232,Operations,3,47,M,single,master,2,0,8365,14,2.51,3.15,7,0,30.9,4,0,9,2,2016-11-27,2021-08-04,False,1.3,6,15,rare,2.4,4,52.28,12.3,1,6,7,False,False
EMP-20233,Operations,1,31,F,married,bachelor,1,0,6465,7,4.73,3.73,7,1,3.0,1,3,3,3,2016-11-30,2021-08-09,False,0.0,12,18,rare,4.49,4,40.41,10.2,1,8,7,False,False
EMP-20234,IT,5,24,F,married,master,15,13,14051,13,3.48,3.37,0,1,46.6,3,1,5,2,2016-12-03,2021-08-14,False,0.8,4,5,rare,3.28,2,87.82,13.4,4,16,0,False,False
EMP-20235,Operations,5,34,M,single,college,0,0,12145,5,3.43,3.98,3,0,13.5,0,1,5,1,2016-12-06,2021-08-19,False,0.1,12,15,rare,3.82,4,75.91,9.4,1,10,3,False,False
EMP-20236,HR,2,35,F,single,bachelor,16,14,7832,33,3.09,2.29,3,0,54.3,3,3,3,2,2016-12-09,2021-08-24,False,2.6,8,4,none,3.96,3,48.95,1.9,1,25,3,False,False
EMP-20237,Operations,1,46,M,married,master,9,6,5807,6,4.3,4.39,0,0,29.1,2,1,8,4,2016-12-12,2021-08-29,False,0.2,1,16,frequent,4.44,1,36.29,1.1,1,16,0,False,False
EMP-20238,Sales,5,47,M,single,master,15,13,14373,4,3.35,4.65,5,3,28.0,0,2,1,2,2016-12-15,2021-09-03,False,0.1,9,18,frequent,3.01,4,89.83,23.7,3,26,5,False,False
EMP-20239,Operations,1,22,M,married,bachelor,1,1,4932,22,3.65,2.34,6,1,22.3,4,2,5,3,2016-12-18,2021-09-08,False,0.7,1,10,rare,3.68,3,30.82,15.1,2,8,6,False,False
EMP-20240,R&D,5,49,F,married,bachelor,6,4,12304,12,3.71,3.42,4,3,31.5,1,0,4,2,2016-12-21,2021-09-13,False,0.0,12,4,none,3.57,3,76.9,16.1,2,12,4,False,False
EMP-20241,Sales,1,48,F,married,master,13,13,6130,34,2.42,2.7,7,3,20.9,4,3,8,1,2016-12-24,2021-09-18,False,4.4,14,6,frequent,2.78,2,38.31,22.9,4,25,7,False,False
EMP-20242,Operations,5,28,F,divorced,bachelor,0,0,12953,14,3.4,3.59,5,1,22.2,2,1,2,1,2016-12-27,2021-09-23,False,0.1,3,11,frequent,3.52,4,80.96,13.8,2,14,5,False,False
EMP-20243,Finance,5,34,F,divorced,bachelor,0,0,12534,22,1.29,2.7,4,3,12.5,4,1,9,4,2016-12-30,2021-09-28,False,2.7,8,16,none,1.0,1,78.34,15.4,4,12,4,False,False
EMP-20244,Sales,2,49,F,divorced,master,12,12,8467,29,1.88,2.68,7,0,21.4,4,1,8,4,2017-01-02,2021-10-03,False,2.8,5,11,none,2.32,2,52.92,13.1,1,19,7,False,False
EMP-20245,Sales,2,42,F,divorced,master,0,0,6953,34,3.18,1.51,5,0,48.9,2,3,7,3,2017-01-05,2021-10-08,False,11.8,1,11,none,3.57,3,43.46,4.4,3,5,5,False,False
EMP-20246,Operations,1,34,F,single,bachelor,16,14,5774,28,2.98,2.59,6,3,15.5,4,2,5,4,2017-01-08,2021-10-13,False,1.1,10,13,rare,3.58,1,36.09,7.8,1,17,6,False,False
EMP-20247,Sales,4,49,M,single,college,13,12,11978,20,2.59,2.27,6,2,49.5,2,2,6,2,2017-01-11,2021-10-18,False,2.8,1,19,rare,2.38,1,74.86,22.1,1,19,6,False,False
EMP-20248,IT,2,44,F,single,phd,13,12,9014,28,3.05,2.85,0,2,51.8,3,2,2,4,2017-01-14,2021-10-23,False,4.5,1,16,none,3.17,3,56.34,11.1,3,25,0,False,False
EMP-20249,R&D,4,40,M,single,college,9,7,11071,9,3.3,2.99,5,3,40.3,1,1,1,3,2017-01-17,2021-10-28,False,0.1,12,5,none,2.83,3,69.19,5.1,3,21,5,False,False
EMP-20250,Finance,4,22,M,married,master,9,7,12062,30,2.11,2.58,5,0,2.8,2,2,7,4,2017-01-20,2021-11-02,False,4.0,4,6,rare,2.09,4,75.39,20.7,3,10,5,False,False
EMP-20251,Operations,3,45,F,divorced,bachelor,18,15,10996,30,1.87,2.66,3,0,34.1,0,3,5,3,2017-01-23,2021-11-07,False,4.3,13,9,rare,2.03,4,68.72,2.2,2,26,3,False,False
EMP-20252,Finance,2,28,M,married,bachelor,0,0,7262,13,2.5,3.39,4,3,50.2,2,0,4,4,2017-01-26,2021-11-12,False,0.2,9,7,rare,2.25,1,45.39,16.0,2,10,4,False,False
EMP-20253,Finance,2,55,F,divorced,college,4,1,7121,2,4.56,3.58,6,0,22.6,0,0,3,3,2017-01-29,2021-11-17,False,0.0,8,15,none,4.7,2,44.51,17.5,4,14,6,False,False
EMP-20254,Operations,3,28,M,married,phd,10,8,10309,23,2.88,2.74,1,1,17.7,2,0,6,4,2017-02-01,2021-11-22,False,1.5,6,19,rare,2.95,4,64.43,7.6,1,23,1,False,False
EMP-20255,IT,1,23,M,married,master,0,0,3628,3,4.81,4.44,4,0,20.0,5,3,5,4,2017-02-04,2021-11-27,False,0.1,6,12,frequent,4.63,4,22.68,4.2,2,1,4,False,False
